排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1701,915.0,,,2024-05-09,27,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B00NABTG60,Amazon Basics - 狗粪袋，带分配器，黑色，600只（40卷），改进设计确保无泄漏，无香型，含牵引绳夹扣。,Amazon Basics,4.9,235565,284.03,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
3,B08JSG74RV,Ganador Premium Superfoods 20kg，中型及大型成年犬粮。,Ganador,4.6,2896,909.0,,,2020-09-22,70,1,,,,,,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B0CYXKNB1Y,MESVIER 狗狗胸背带 带1.5米牵引绳 大中小型犬通用 可调节反光透气 防爆冲 散步旅行训练配件,MESVIER,4.7,9623,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
5,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装。,Nupec,4.8,15738,1192.0,4000,亚马逊官方(上月购买量),2015-09-01,131,1,GOLVIX,第三方(墨西哥),墨西哥,MX/72380/Puebla/Puebla/Santa Barbara Norte/4 Oriente No. 2617 Nave 1,FBA,https://www.amazon.com.mx/dp/B0153V4AOM,True
6,B01MQFPHMN,Ganador Premium成犬粮20kg，小型犬，黑色，包装可能不同。,Ganador,4.7,2582,909.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B0153V7ZTO,普瑞纳狗粮 成犬中大型 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4114,336.0,2000,亚马逊官方(上月购买量),2016-11-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
8,B0CXYTC8WM,赢家成犬干粮20kg,Ganador,4.7,1712,567.0,,,2024-03-13,29,1,,,,,,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
9,B0153V49XO,Nupec狗粮，小型成年犬，含Omega 3和6，2公斤装。,Nupec,4.8,8511,404.82,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B0D43R8KKL,Fancy Pets MS 犬猫三文鱼油 250ml - 含DHA和EPA的Omega-3 - 健康肌肤、亮泽毛发、强健免疫力,Medical Solutions,4.5,2052,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
11,B07XZHXZW4,HI MULTI PRO 成犬优质粮 25kg 含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6537,915.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/63公里 伊拉普阿托-拉彼达公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
12,B09R93SSD5,Purina Beneful Adulto Todos los tamaños Salud Radiante Sabor Salmón 10Kg,Purina,4.8,4276,531.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
13,B018M8AR90,Dry Pet 狗训练垫 30片,Dry Pet,4.6,3746,159.81,2000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
14,B01N30FXOM,Purina康多乐迷你小型成犬粮 牛肉鸡肉味7.5kg,Dog Chow,4.8,4918,336.0,2000,亚马逊官方(上月购买量),2017-01-24,114,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
15,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中大型犬，包装可能不同。,Ganador,4.7,4782,909.0,,,2016-11-08,117,1,,,,,,https://www.amazon.com.mx/dp/B01N0AG6OF,True
16,B0153V41AU,Nupec成犬狗粮，含Omega 3和6，1包x15kg,Nupec,4.8,7948,1729.0,2000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
