排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B01N30FXOM,普瑞纳康乐多成犬迷你及小型犬牛肉鸡肉味7.5Kg,Dog Chow,4.8,4915,268.05,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
2,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15715,1148.47,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B0B1W1ZZGQ,伊纳宝 Churu 猫用奶油零食 金枪鱼4种口味混合 低卡路里 14g×50支,INABA,4.9,1632,577.15,3000,亚马逊官方(上月购买量),2023-10-29,35,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
4,B07DCJ8B3S,Ganador Premium 狗干粮 15kg,Ganador,4.8,1743,726.0,4000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
5,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬粮。,Ganador,4.7,2886,999.0,2000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
6,B00NABTG60,Amazon Basics - 狗狗拾便袋，带分配器，黑色，600个（40卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,236393,449.38,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
7,B0CYXKNB1Y,MESVIER 中小型大型犬胸背带带1.5米牵引绳，可调节反光透气宠物胸背带，防爆冲狗狗胸背带适用于散步旅行训练宠物配件,MESVIER,4.7,9787,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,51,MESVIER,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
8,B0153V49XO,Nupec 小型犬成犬粮，含Omega 3和6，2公斤装。,Nupec,4.8,8528,348.98,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B09R93SSD5,普瑞纳冠能成犬全犬种亮泽健康三文鱼味10公斤,Purina,4.8,4253,527.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B0153V7ZTO,普瑞纳康多乐成犬中大型犬牛肉鸡肉味 7.5kg,Dog Chow,4.8,4133,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
11,B01MQFPHMN,Ganador Premium 成犬 20 kg，小型犬，黑色。包装可能不同,Ganador,4.7,2588,999.0,3000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
12,B0CXYTC8WM,Ganador狗干粮20kg,Ganador,4.7,1749,680.0,2000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
13,B07XZHXZW4,HI MULTI PRO 成犬优质狗粮 25kg 含益生菌和高生物价蛋白质,HI MULTI PRO,4.6,6548,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/潘哈莫/63公里 伊拉普阿托 - 拉彼达公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
14,B0153V41AU,Nupec 成犬狗粮 含Omega 3和6 - 1包 x 15公斤,Nupec,4.8,7940,1774.17,2000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
15,B01N0AG6OF,Ganador Premium 幼犬粮 20 kg，中大型犬。包装可能有所不同。,Ganador,4.7,4798,979.0,2000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
16,B0DM9Q93RR,Fancy Pets 犬猫用三文鱼油 Medical Solutions 490ml | 含DHA和EPA的Omega 3 | 健康皮肤、亮泽毛发和强健免疫系统补充剂,Medical Solutions,4.5,2116,259.0,1000,亚马逊官方(上月购买量),2024-11-07,22,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM9Q93RR,True
17,B0CK32S653,Waggys 三文鱼零食粒，天然无谷狗零食，100粒装,Waggys,4.6,683,135.5,1000,亚马逊官方(上月购买量),2023-09-28,36,2,Waggy´s!,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CK32S653,True
18,B0CF63JSS9,Dogelthy纯三文鱼油 狗用欧米伽3、6、9三文鱼油,Dogelthy,4.7,3067,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
19,B09R916GQ3,普瑞纳冠能成犬原味牛肉味10公斤,WeTap,4.8,2637,527.0,2000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
20,B0CF4BLG83,Dogelthy犬用关节保护粉状营养补充剂,Dogelthy,4.6,2102,1067.0,800,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
21,B09Y1R1GWL,宝路 小型犬狗粮 牛肉味湿粮包 天然成分 蛋白质和纤维 24包 每包100克,Pedigree,4.8,924,225.25,1000,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1R1GWL,True
22,B003CL6Q84,希尔思科学配方小型迷你成犬鸡肉味狗粮 7kg,Hill's Science Diet,4.8,10761,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,158,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
23,B0153V43UI,Nupec 成犬狗粮，含欧米伽3和6，5公斤装,Nupec,4.8,4020,678.0,700,亚马逊官方(上月购买量),2015-09-01,133,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
24,B071HPBSHV,Amazon Basics - 公犬纸尿裤，30片装，小号，超强吸收一次性包覆，安全贴合，防漏舒适,Amazon Basics,4.5,32174,364.9,600,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
25,B0F96F3XWF,King Dog & Cat 宠物清洁训练垫，40片装，60 x 60厘米，6层最大吸收力与卫生保障，适用于狗狗,King Dog & Cat,4.8,13,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方,,,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
