排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B08JSG74RV,Ganador 高端超级食物系列 中大型犬成犬粮 20kg,Ganador,4.6,2894,1135.0,4000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
2,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1706,796.0,5000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
3,B0153V4AOM,Nupec 小型成犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15715,1158.16,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,亚马逊倍思 - 狗粪袋，带分配器，黑色，600只（40卷），升级防漏设计，无香型，含牵引绳夹,Amazon Basics,4.9,235621,286.49,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 狗狗胸背带 大中小型犬通用 带1.5米牵引绳 可调节反光透气 防爆冲 散步旅行训练配件,MESVIER,4.7,9632,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B01MQFPHMN,Ganador Premium 成犬粮 20kg 小型犬 黑色 包装可能不同,Ganador,4.7,2572,956.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B01N0AG6OF,Ganador Premium 幼犬粮 20千克，中型和大型犬。包装可能有所不同,Ganador,4.7,4776,956.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
8,B0153V7ZTO,Purina Dog Chow 成犬粮中大型犬牛肉鸡肉味 7.5kg,Dog Chow,4.8,4109,336.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
9,B0153V49XO,Nupec 小型犬成年犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8509,364.75,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B0153V41AU,Nupec 成犬粮含Omega 3和6 - 1包x15kg,Nupec,4.8,7950,1740.26,2000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
11,B0D43R8KKL,Fancy Pets MS 犬猫用鲑鱼油 250ml - Omega-3含DHA与EPA - 健康皮肤、亮泽毛发与强健免疫系统,Medical Solutions,4.5,2059,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
12,B0CXYTC8WM,Ganador犬用干粮20kg,Ganador,4.7,1715,1049.33,3000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
13,B07XZHXZW4,HI MULTI PRO 成犬优质粮 25kg 含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6529,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/63公里 伊拉普阿托 - 拉彼达德公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
14,B01N30FXOM,普瑞纳Dog Chow成犬小型及迷你犬粮 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4917,336.0,2000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
15,B09R93SSD5,普瑞纳 Beneful 亮丽健康成犬粮 全犬种 三文鱼口味 10kg,Purina,4.8,4250,527.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
16,B003CL6Q84,"Hill's Science Diet Small Mini Croquetas para Perro Adulto Sabor Pollo 7Kg | Croquetas Hill's para perro, pollo real, razas pequeñas, digestión saludable, sistema inmunológico fuerte",Hill's Science Diet,4.8,10725,960.0,1000,亚马逊官方(上月购买量),2013-07-08,157,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
17,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食，4种金枪鱼口味混合，低卡路里，50支装（每支14g）,INABA,4.9,1562,667.0,2000,亚马逊官方(上月购买量),2023-10-29,33,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
18,B0CF63JSS9,"Dogelthy 纯三文鱼油，犬用，含Omega-3,6,9 | 每份含300mg EPA和DHA，鱼油补充剂",Dogelthy,4.7,3033,579.0,1000,亚马逊官方(上月购买量),2023-08-09,36,3,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
19,B018M8AR90,Dry Pet 狗狗训练垫 30片装,Dry Pet,4.6,3744,239.0,2000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
20,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉 | 含葡萄糖胺、软骨素和II型胶原蛋白（UCII），鱼肉味 270g,Dogelthy,4.6,2102,1067.0,1000,亚马逊官方(上月购买量),2023-08-09,36,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
21,B01FKNX3FU,Ganador 小型犬成犬粮 20kg 蓝色,Ganador,4.8,1531,721.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
22,B0153V44K2,Nupec 成犬狗粮，牛肉味，8公斤（包装可能不同）,Nupec,4.8,4011,1050.8,500,亚马逊官方(上月购买量),2015-09-01,131,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V44K2,True
23,B07TGKCWWP,Dry Pet 狗用尿布 CH码 12片,Fancy Pets,4.5,1451,131.53,600,亚马逊官方(上月购买量),2019-06-25,86,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
24,B071HPBSHV,Amazon Basics 公狗一次性尿布，30片装，小号，超强吸收，安全贴合，防漏舒适,Amazon Basics,4.5,32186,463.04,600,亚马逊官方(上月购买量),2017-10-23,106,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
25,B0118VV13O,希尔思科学饮食犬用训练奖励零食鸡肉味90G | 希尔思犬用零食，促进消化健康，增强免疫系统，含Omega-6和维生素E,Hill's,4.7,3676,110.0,500,亚马逊官方(上月购买量),2016-06-24,122,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0118VV13O,True
26,B09R916GQ3,Purina Beneful 成犬粮 原味牛肉 10Kg,WeTap,4.8,2644,527.0,2000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
27,B01FUDI7OC,Nupec 体重控制犬粮，适用于超重或肥胖犬只，15公斤装。,Nupec,4.8,3939,2249.0,700,亚马逊官方(上月购买量),2016-05-18,123,3,Selectashop,第三方(墨西哥),墨西哥,墨西哥/01729/墨西哥城/墨西哥城/阿尔坎塔里利亚/德谢尔托德洛斯莱昂内斯 5547 内 B605,FBM,https://www.amazon.com.mx/dp/B01FUDI7OC,True
28,B0153V3ZEI,Nupec 狗粮，成犬及幼犬适用，含维生素E和硒，5kg装。,Nupec,4.8,9506,723.0,200,亚马逊官方(上月购买量),2015-09-01,131,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V3ZEI,True
29,B0F96F3XWF,King Dog & Cat Clean Pet 狗狗训练垫，40片，60x60cm，6层超强吸收，干净卫生,King Dog & Cat,4.7,9,285.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方(墨西哥),墨西哥,MX/52764/MEXICO/HUIXQUILUCAN DE DEGOLLADO/AVENIDA JESUS DEL MONTE 39 PISO 2B JESUS DEL MONTE,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
30,B08TH7LVQK,狗窝，耐用舒适，柔软填充，尺寸颜色可选（小号，黑/灰）,PETS APPAREL HILLS,4.6,10400,266.11,200,亚马逊官方(上月购买量),2021-01-20,67,50,I Jacket,第三方(墨西哥),墨西哥,墨西哥/06090/墨西哥城/夸乌特莫克/内萨瓦尔科约特尔/158公寓202,FBA,https://www.amazon.com.mx/dp/B08TH7LVQK,True
