排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec小型成年犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15690,1201.54,8000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬狗粮,Ganador,4.6,2869,975.96,5000,亚马逊官方(上月购买量),2020-09-22,69,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B07DCJ8B3S,优胜者高级犬干粮15kg,Ganador,4.8,1644,660.01,5000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
4,B0CXYTC8WM,Ganador 狗干粮 20kg,Ganador,4.7,1660,725.47,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
5,B0CYXKNB1Y,MESVIER 狗胸背带中号大号小号带1.5米牵引绳，可调节反光透气防爆冲胸背带，适合散步旅行训练狗狗配件,MESVIER,4.7,9479,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B01MQFPHMN,Ganador Premium 成年犬粮 20kg，小型犬种，黑色，包装可能不同,Ganador,4.7,2558,819.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B0153V49XO,Nupec狗粮，小型犬成犬，含Omega 3和6，2公斤装。,Nupec,4.8,8484,358.2,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B00NABTG60,Amazon Basics 狗狗便袋，带分配器，黑色，600个（40卷），改进防漏，无香，含牵引绳夹,Amazon Basics,4.9,249365,450.91,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
9,B09R93SSD5,Purina Beneful成年犬全犬种光彩健康鲑鱼味10公斤,Purina,4.8,4278,527.2,3000,亚马逊官方(上月购买量),2022-01-26,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，适合中大型犬。包装可能有所不同。,Ganador,4.7,4752,1085.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
