排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1705,796.0,5000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B08JSG74RV,Ganador Premium Superfoods 20kg，成年中大型犬粮。,Ganador,4.6,2892,1135.0,4000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B0153V4AOM,Nupec小型犬成犬粮，含Omega-3和Omega-6，8公斤装,Nupec,4.8,15710,1149.95,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics - 狗便袋，带分配器，黑色，600只（40卷），升级防漏设计，无香味，含牵引绳夹,Amazon Basics,4.9,235618,284.17,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 狗胸背带 中小大型犬通用 带1.5米牵引绳 可调节反光透气 防爆冲 散步旅行训练配件,MESVIER,4.7,9627,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B0153V7ZTO,普瑞纳成犬粮中大型犬牛肉鸡肉味7.5kg,Dog Chow,4.8,4111,336.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
7,B01MQFPHMN,Ganador优质成犬粮20kg，小型犬，黑色。包装可能不同。,Ganador,4.7,2571,956.0,4000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B0153V49XO,Nupec小型成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8507,364.71,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B0153V41AU,Nupec 成年犬狗粮含Omega 3和6 - 1包x15kg,Nupec,4.8,7943,1732.13,2000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
10,B0D43R8KKL,Fancy Pets MS 犬猫三文鱼油250ml - Omega 3含DHA和EPA - 健康皮肤、亮泽毛发和强健免疫系统,Medical Solutions,4.5,2055,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
11,B01N0AG6OF,Ganador 高端幼犬粮 20kg，中大型犬适用。包装可能不同。,Ganador,4.7,4776,956.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
12,B01N30FXOM,Purina Dog Chow成犬小型犬粮 牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4916,336.0,2000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
13,B07XZHXZW4,HI MULTI PRO 优质成年犬粮 25kg 含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6528,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/KM 63 伊拉普阿托-拉彼达公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
14,B09R93SSD5,Purina Beneful 成犬全犬种 亮丽健康 三文鱼味 10kg,Purina,4.8,4246,527.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
15,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食 金枪鱼4口味混合 低卡路里 50支装（14g/支）,INABA,4.9,1563,663.73,2000,亚马逊官方(上月购买量),2023-10-29,33,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
16,B0CF4BLG83,Dogelthy Mobility 犬用鱼味软骨保护粉剂 270g | 含葡萄糖胺、软骨素和UC-II型胶原蛋白,Dogelthy,4.6,2099,1067.0,1000,亚马逊官方(上月购买量),2023-08-09,36,4,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安德奥科坦/五月五日15号内6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
17,B0CXYTC8WM,Ganador干狗粮20kg,Ganador,4.7,1715,863.0,3000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
18,B003CL6Q84,希尔思科学饮食小型迷你成犬粮 鸡肉味 7kg | 希尔思狗粮，真鸡肉，小型犬，助消化，强免疫,Hill's Science Diet,4.8,10725,960.0,1000,亚马逊官方(上月购买量),2013-07-08,157,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
19,B018M8AR90,Dry Pet 狗狗训练垫 30片装,Dry Pet,4.6,3744,239.0,2000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
20,B0CF63JSS9,"Dogelthy 纯鲑鱼油犬用Omega-3,6,9鱼油补充剂，每剂含300mg EPA和DHA",Dogelthy,4.7,3029,349.0,,,2023-08-09,36,3,,,,,,https://www.amazon.com.mx/dp/B0CF63JSS9,True
21,B01FKNX3FU,Ganador 小型成犬 20kg 蓝色,Ganador,4.8,1532,721.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
22,B0153V43UI,Nupec成犬狗粮，含Omega 3和6，5公斤装。,Nupec,4.8,4013,677.98,500,亚马逊官方(上月购买量),2015-09-01,131,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
