排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B08JSG74RV,Ganador Premium Superfoods 20kg 中大型成年犬粮,Ganador,4.6,2904,899.0,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
2,B0153V4AOM,Nupec狗粮，小型犬成年犬专用，含Omega 3和6，8公斤装。,Nupec,4.8,15731,1157.98,7000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B07DCJ8B3S,Ganador Premium 成犬干粮 15kg,Ganador,4.8,1690,659.0,6000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
4,B00NABTG60,Amazon Basics 狗屎袋，带分配器，黑色，600只（40卷），升级防漏，无香，含牵引绳夹扣,Amazon Basics,4.9,235428,290.05,1000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0B45W18MJ,MESVIER 中小大型犬胸背带附1.5米牵引绳，可调节反光透气，防爆冲，适合散步旅行训练宠物配件,MESVIER,4.7,9586,249.0,300,亚马逊官方(上月购买量),2022-07-21,48,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0B45W18MJ,True
6,B01MQFPHMN,Ganador Premium 成犬粮 20kg，小型犬，黑色，包装可能不同,Ganador,4.7,2586,888.0,4000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B01N0AG6OF,Ganador优质幼犬粮20kg，中大型犬种。包装可能不同。,Ganador,4.7,4793,901.95,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
8,B0CXYTC8WM,获胜者干狗粮20kg,Ganador,4.7,1704,718.67,5000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
9,B0153V49XO,Nupec成年小型犬狗粮，含Omega3和6，2kg装,Nupec,4.8,8518,349.0,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Biencomelon,第三方(墨西哥),墨西哥,墨西哥/72130/普埃布拉/英雄普埃布拉-德萨拉戈萨/自由/10西913B,FBA,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B09R916GQ3,Purina Beneful成犬原味牛肉狗粮10kg,WeTap,4.8,2652,474.0,2000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
