排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 成年小型犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15681,874.0,8000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B08JSG74RV,Ganador Premium Superfoods 20kg 成年中大型犬狗粮,Ganador,4.7,2867,778.0,5000,亚马逊官方(上月购买量),2020-09-22,69,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B0CXYTC8WM,胜利者干狗粮20kg,Ganador,4.7,1650,605.0,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
4,B0153V41AU,Nupec 成年犬粮Omega 3&6 15kg 1包,Nupec,4.8,7945,1268.25,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
5,B0CYXKNB1Y,MESVIER 防爆冲狗背带 中小大型犬通用 带1.5米牵引绳 可调节反光透气 散步旅行训练配件,MESVIER,4.7,9470,206.67,500,亚马逊官方(上月购买量),2024-04-13,27,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B07DCJ8B3S,Ganador Premium 成犬干粮 15kg,Ganador,4.8,1640,627.0,4000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
7,B01MQFPHMN,Ganador Premium 成年犬粮 20kg，小型犬种，黑色。包装可能不同。,Ganador,4.7,2551,819.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中大型犬。包装或有变化。,Ganador,4.7,4747,750.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
9,B00NABTG60,亚马逊倍思 宠物拾便袋 带分配器 黑色 600个（40卷）升级防漏无香 含牵引绳夹,Amazon Basics,4.9,249255,258.9,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
10,B0153V49XO,Nupec狗粮，小型犬成犬，含Omega3和6，2公斤装,Nupec,4.8,8481,272.0,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
11,B09R93SSD5,冠能 Beneful 成年犬全犬种 亮丽健康三文鱼味 10kg,Purina,4.8,4272,495.52,2000,亚马逊官方(上月购买量),2022-01-26,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
12,B07XZHXZW4,HI MULTI PRO 成年犬优质食品 25kg，含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6524,915.0,1000,亚马逊官方(上月购买量),2015-10-07,129,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/佩尼亚莫/63公里 伊拉普阿托-拉彼达德公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
13,B09R916GQ3,WeTap Purina Beneful 成犬原味牛肉粮10kg,WeTap,4.8,2625,476.0,1000,亚马逊官方(上月购买量),2022-01-26,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
14,B01N30FXOM,Purina Dog Chow 成犬迷你小型犬粮 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4875,331.55,3000,亚马逊官方(上月购买量),2017-01-24,113,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
15,B0B1W1ZZGQ,Churu Inaba 猫咪奶油零食，混合4种金枪鱼口味，低卡路里，50支×14克,INABA,4.9,1470,625.0,2000,亚马逊官方(上月购买量),2023-10-29,32,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
16,B0DM9Q93RR,Fancy Pets三文鱼油 犬猫专用 Medical Solutions配方 490ml | 含DHA和EPA的Omega-3 | 促进皮肤健康、毛发光泽、增强免疫力,Medical Solutions,4.5,1971,271.7,1000,亚马逊官方(上月购买量),2024-11-07,20,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM9Q93RR,True
