排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食，4种金枪鱼口味混合装，低卡路里，50支装14g,INABA,4.9,1622,577.15,3000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
2,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15712,1211.81,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B00NABTG60,Amazon Basics 狗狗拾便袋，带分配器，黑色，600个（40卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,236319,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B01N30FXOM,普瑞纳康多乐成犬小型犬牛肉鸡肉味 7.5Kg,Dog Chow,4.8,4910,268.05,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
5,B0CYXKNB1Y,MESVIER 中小大型犬胸背带含1.5米牵引绳，可调节反光透气宠物胸背，防爆冲狗狗胸背带，适用于散步旅行训练犬用配件,MESVIER,4.7,9762,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,47,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B0153V49XO,Nupec 小型犬成犬粮，含 Omega 3 和 6，2公斤装,Nupec,4.8,8526,404.5,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
7,B07DCJ8B3S,冠军优选成犬干粮 15kg,Ganador,4.8,1740,1064.0,,,2024-05-09,28,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
8,B0153V41AU,Nupec 成犬狗粮 含Omega 3和6 - 1包 x 15公斤,Nupec,4.8,7938,1764.26,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
9,B09R93SSD5,普瑞纳Beneful成犬全 sizes 亮泽健康三文鱼味 10Kg,Purina,4.8,4249,527.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B0153V7ZTO,普瑞纳康多乐中大型犬成犬粮牛肉鸡肉味7.5公斤,Dog Chow,4.8,4126,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
