排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,中文译名：胜者牌优质成犬干粮15kg,Ganador,4.8,1708,763.5,5000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B0153V4AOM,Nupec 小型犬成犬粮，含Omega 3和6，8公斤装。,Nupec,4.8,15712,1149.91,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B00NABTG60,Amazon Basics - 狗便袋，带分配器，黑色，600只（40卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,235637,283.83,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B0CYXKNB1Y,MESVIER 狗胸背带 大中小型犬通用 带1.5米牵引绳 可调节反光透气 防爆冲 散步旅行训练配件,MESVIER,4.7,9629,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,44,MESVIER,品牌方(中国),中国,CN/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
5,B08JSG74RV,Ganador Premium Superfoods 20kg 中大型成年犬粮,Ganador,4.6,2894,1135.0,4000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
6,B01MQFPHMN,Ganador Premium 成年犬粮 20kg，小型犬种，黑色。包装可能不同。,Ganador,4.7,2573,956.0,4000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B0153V49XO,Nupec狗粮，小型犬成犬粮，含Omega 3和6，2公斤装,Nupec,4.8,8508,364.67,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B0D43R8KKL,Fancy Pets MS 犬猫用三文鱼油 250ml - 含DHA和EPA的Omega-3 - 健康皮肤、亮泽毛发、强健免疫系统,Medical Solutions,4.5,2058,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
9,B0153V7ZTO,普瑞纳狗粮成犬中大型犬牛肉鸡肉味7.5kg,Dog Chow,4.8,4116,336.0,3000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
10,B09R93SSD5,Purina Beneful 成犬全犬种亮丽健康三文鱼味狗粮 10kg,Purina,4.8,4249,527.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
11,B0153V41AU,Nupec 成犬狗粮，含Omega 3和6 - 1包x15公斤,Nupec,4.8,7942,1732.13,2000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
12,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中大型犬。包装可能不同。,Ganador,4.7,4778,956.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
13,B01N30FXOM,Purina Dog Chow 成犬粮 小型犬专用 牛肉鸡肉味 7.5Kg,Dog Chow,4.8,4916,336.0,2000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
14,B07XZHXZW4,HI MULTI PRO 成年犬优质狗粮25kg 含益生菌和高生物价蛋白质,HI MULTI PRO,4.6,6529,980.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/GUANAJUATO/PENJAMO/KM 63 CARRETERA IRAPUATO - LA PIEDAD,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
15,B0B1W1ZZGQ,Churu Inaba猫咪奶油零食 金枪鱼4口味混合 低卡 50支*14g,INABA,4.9,1568,663.73,2000,亚马逊官方(上月购买量),2023-10-29,33,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
16,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉剂 | 含葡萄糖胺、软骨素和II型胶原蛋白UCII，鱼肉味 270g,Dogelthy,4.6,2102,1067.0,1000,亚马逊官方(上月购买量),2023-08-09,36,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
17,B0185OQ6VO,DRY PET宠物训练垫 50片,Dry Pet,4.6,3744,298.0,700,亚马逊官方(上月购买量),2016-02-29,125,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
18,B003CL6Q84,"Hill's Science Diet Small Mini Croquetas para Perro Adulto Sabor Pollo 7Kg | Croquetas Hill's para perro, pollo real, razas pequeñas, digestión saludable, sistema inmunológico fuerte",Hill's Science Diet,4.8,10730,960.0,1000,亚马逊官方(上月购买量),2013-07-08,157,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
19,B01FKNX3FU,Ganador 成年小型犬 20kg 蓝色,Ganador,4.8,1532,721.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
20,B0CF63JSS9,"Dogelthy 纯三文鱼油 犬用 Omega 3,6,9 鱼油补充剂 每剂含300mg EPA和DHA",Dogelthy,4.7,3030,349.0,,,2023-08-09,36,3,,,,,,https://www.amazon.com.mx/dp/B0CF63JSS9,True
21,B0CXYTC8WM,Ganador犬用干粮20kg,Ganador,4.7,1718,680.0,3000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
22,B071HPBSHV,Amazon Basics - 公狗纸尿裤，30片装，小号，超吸水一次性，贴合防漏，舒适,Amazon Basics,4.5,32179,461.67,600,亚马逊官方(上月购买量),2017-10-23,106,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
23,B09R916GQ3,Purina Beneful 成犬粮 原味牛肉 10Kg,WeTap,4.8,2640,527.0,2000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
24,B0153V43UI,Nupec成犬粮，含Omega-3和Omega-6，5公斤装。,Nupec,4.8,4014,677.98,600,亚马逊官方(上月购买量),2015-09-01,131,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
25,B07TGKCWWP,Dry Pet 狗狗纸尿裤 小号 12片,Fancy Pets,4.5,1449,131.53,600,亚马逊官方(上月购买量),2019-06-25,86,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
26,B075N8M4BQ,西莎肉汁菲力牛排味狗粮，24包，每包75克。,Cesar,4.7,800,220.0,400,亚马逊官方(上月购买量),2017-09-11,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075N8M4BQ,True
27,B0B43X13C2,耐用舒适狗窝，柔软填充，尺寸颜色可选（中号，黑色/灰色）,PETS APPAREL HILLS,4.6,10399,399.2,100,亚马逊官方(上月购买量),2022-06-14,50,50,I Jacket,第三方(墨西哥),墨西哥,墨西哥/06090/墨西哥城/夸乌特莫克/内萨瓦尔科约特尔/158公寓202,FBA,https://www.amazon.com.mx/dp/B0B43X13C2,True
28,B07PY5FGR1,Cloralex宠物除臭剂3.75升,Cloralex,4.8,2493,85.0,1000,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PY5FGR1,True
29,B01FUDI7OC,Nupec 犬用体重控制粮，专为超重或肥胖犬只设计，15公斤装。,Nupec,4.8,3941,2249.0,800,亚马逊官方(上月购买量),2016-05-18,123,3,Selectashop,第三方(墨西哥),墨西哥,MX/01729/CIUDAD DE MEXICO/CIUDAD DE MEXICO/ALCANTARILLA/DESIERTO DE LOS LEONES 5547 INT B605,FBM,https://www.amazon.com.mx/dp/B01FUDI7OC,True
30,B0153V4056,"Nupec croquetas para Perros, Cachorros, con Vitamina E y Selenio, presentación de 8 kg.",Nupec,4.8,9509,1094.0,200,亚马逊官方(上月购买量),2015-09-01,131,5,Biencomelon,第三方,,,FBA,https://www.amazon.com.mx/dp/B0153V4056,True
