排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0CXYTC8WM,Ganador 狗干粮 20kg,Ganador,4.7,1730,680.0,3000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
2,B07DCJ8B3S,赢家优选全价成犬粮15kg,Ganador,4.8,1737,726.0,4000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
3,B0153V4AOM,Nupec 小型成年犬狗粮，含Omega 3和6，8公斤装。,,4.8,15717,1148.56,,,,,1,,,,,,https://www.amazon.com.mx/dp/B0153V4AOM,False
4,B00NABTG60,Amazon Basics 狗便袋 带分配器 黑色 600只（40卷）防漏升级 无香 含牵引绳夹,Amazon Basics,4.9,236001,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 狗狗胸背带 大中小型犬通用 含1.5m牵引绳 可调节反光透气 防爆冲 遛狗旅行训练配件,,4.7,9706,249.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B0CYXKNB1Y,False
6,B01MQFPHMN,Ganador 高级成犬粮 20kg，小型犬，黑色。包装可能不同。,,4.7,2585,919.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,False
7,B0153V49XO,Nupec 小型成犬狗粮，含Omega 3和6，2公斤装,,4.8,8517,398.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B0153V49XO,False
8,B08JSG74RV,Ganador Premium Superfoods 20kg，适用于中大型犬成年犬粮。,Ganador,4.7,2893,1135.0,3000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
9,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中大型犬。包装可能有所不同。,Ganador,4.7,4790,909.0,2000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
10,B01N30FXOM,Purina Dog Chow 成犬粮 小型及迷你犬种 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4911,336.0,3000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
11,B09R93SSD5,Purina Beneful 成犬全犬种 亮丽健康三文鱼味 10kg,,4.8,4261,527.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B09R93SSD5,False
12,B0153V41AU,Nupec 成犬粮 含Omega-3和6 - 1包15kg,Nupec,4.8,7940,1751.42,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
