排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,胜者高级干狗粮15kg,Ganador,4.8,1694,655.45,5000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B08JSG74RV,Ganador Premium Superfoods 20kg 中大型成犬粮,Ganador,4.6,2905,899.0,4000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B0153V4AOM,Nupec 成年小型犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15730,1150.06,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics 狗狗粪便袋，带分配器，黑色，600个（40卷），加强防漏，无香，附牵引绳夹,Amazon Basics,4.9,235493,285.95,1000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 犬用胸背带 中大型小型犬适用 带1.5米牵引绳 可调节反光透气 防爆冲 散步旅行训练宠物配件,MESVIER,4.7,9610,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B0CXYTC8WM,Ganador 狗干粮20kg,Ganador,4.7,1704,718.67,4000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
7,B01N0AG6OF,赢家Premium幼犬粮20kg，中大型犬。包装可能有所不同。,Ganador,4.7,4788,906.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
8,B0153V49XO,Nupec成年小型犬狗粮，含Omega3和6，2kg装,Nupec,4.8,8517,349.0,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B01MQFPHMN,赢家优质成犬粮20kg，小型犬，黑色，包装可能不同,Ganador,4.7,2583,909.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
10,B0D43R8KKL,Fancy Pets MS 三文鱼油 犬猫通用 250毫升 - Omega 3 含DHA和EPA - 健康皮肤、亮泽毛发、强健免疫系统,Medical Solutions,4.5,2043,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
