排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0CYXKNB1Y,MESVIER 狗狗胸背带 大中小型犬通用 带1.5米牵引绳 可调节反光透气 防爆冲 遛狗旅行训练宠物配件,MESVIER,4.7,9671,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,52,MESVIER,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
2,B0153V4AOM,Nupec 成年小型犬狗粮，含Omega 3和6，8kg装。,Nupec,4.8,15716,1109.63,4000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B00NABTG60,Amazon Basics 狗狗拾便袋 带分配器 黑色 600只（40卷）升级防漏 无香型 含牵绳夹,Amazon Basics,4.9,235884,281.22,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B07DCJ8B3S,Ganador Premium 狗干粮 15kg,Ganador,4.8,1723,726.0,4000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
5,B09R93SSD5,普瑞纳宠优成犬粮 全体型 三文鱼口味 健康亮泽 10kg,Purina,4.8,4266,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
6,B0D43R8KKL,Fancy Pets MS 三文鱼油 犬猫通用 250ml Omega-3含DHA和EPA 健康皮肤 亮丽毛发 强健免疫系统,Medical Solutions,4.5,2073,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
7,B01MQFPHMN,Ganador Premium 成犬粮 20kg，小型犬，黑色。包装可能有所不同。,Ganador,4.7,2582,956.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B01N30FXOM,Purina Dog Chow成犬粮迷你小型犬牛肉鸡肉味7.5Kg,Dog Chow,4.8,4916,336.0,2000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
9,B08JSG74RV,Ganador 优质超级食品 20kg，中大型成年犬粮。,Ganador,4.7,2906,1135.0,3000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
10,B0153V49XO,Nupec 小型成犬狗粮，含Omega 3和6，2kg装。,Nupec,4.8,8517,404.84,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
11,B0153V41AU,Nupec 成年犬粮含Omega 3和6 - 1包x15 kg,Nupec,4.8,7944,1728.88,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
12,B01N0AG6OF,Ganador Premium 中大型犬幼犬粮 20kg，包装可能有所不同。,Ganador,4.7,4784,909.0,2000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
13,B07XZHXZW4,HI MULTI PRO 优质成年犬粮25kg，含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6534,915.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/GUANAJUATO/PENJAMO/KM 63 CARRETERA IRAPUATO - LA PIEDAD,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
14,B0153V7ZTO,普瑞纳狗粮成年中型和大型犬牛肉鸡肉味7.5kg,Dog Chow,4.8,4117,336.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
15,B0B1W1ZZGQ,伊纳宝Churu猫咪奶油零食，金枪鱼4口味混合，低卡路里，50支×14克,INABA,4.9,1585,671.98,2000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
16,B0CF63JSS9,"Dogelthy 纯三文鱼油 犬用Omega 3,6,9三文鱼油 | 每剂含300毫克EPA和DHA，鱼油补充剂",Dogelthy,4.7,3040,509.52,1000,亚马逊官方(上月购买量),2023-08-09,36,3,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安德奥科坦/5月5日街15号内6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
17,B0185OQ6VO,DRY PET宠物训练垫 50片装,Dry Pet,4.6,3743,298.0,800,亚马逊官方(上月购买量),2016-02-29,126,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
18,B01FKNX3FU,Ganador 成犬 小型犬 20kg 蓝色,Ganador,4.8,1537,721.0,1000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
19,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉补充剂 | 含葡萄糖胺、软骨素和II型胶原蛋白（UCII），鱼味，270克,Dogelthy,4.6,2101,938.96,1000,亚马逊官方(上月购买量),2023-08-09,36,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
20,B09R916GQ3,普瑞纳 Beneful 成犬原味牛肉 10公斤,WeTap,4.8,2645,527.0,2000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
21,B003CL6Q84,希尔思科学饮食小型迷你成年犬粮鸡肉味7kg | 希尔思狗粮，真鸡肉，小型犬，健康消化，强免疫系统,Hill's Science Diet,4.8,10748,1056.0,1000,亚马逊官方(上月购买量),2013-07-08,158,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
22,B0153V44K2,Nupec 成犬肉味狗粮 8公斤（包装可能不同）,Nupec,4.8,4018,1015.71,500,亚马逊官方(上月购买量),2015-09-01,132,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V44K2,True
23,B071HPBSHV,Amazon Basics 公狗一次性纸尿裤，小号30片装，超强吸收，安全贴合，防漏舒适,Amazon Basics,4.5,32209,481.48,600,亚马逊官方(上月购买量),2017-10-23,106,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
24,B0CDYQ5BRL,普瑞纳康多乐多蛋白成犬全犬种牛肉鸡肉三文鱼猪肉火鸡味狗粮10公斤,Dog Chow,4.9,381,565.0,,,2023-08-07,36,1,,,,,,https://www.amazon.com.mx/dp/B0CDYQ5BRL,True
25,B075N8M4BQ,西莎 狗粮软包 菲力牛排肉汁味 24袋 75g/袋,Cesar,4.7,801,220.0,400,亚马逊官方(上月购买量),2017-09-11,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075N8M4BQ,True
26,B0CXYTC8WM,Ganador 犬用干粮 20kg,Ganador,4.7,1726,903.5,2000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
27,B07TGKCWWP,Fancy Pets 狗狗一次性纸尿裤 CH | 超强吸收 | 12片 | 适用于失禁、训练和发情期 | 舒适可调,Fancy Pets,4.5,1448,128.0,500,亚马逊官方(上月购买量),2019-06-25,86,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
28,B0BBSG79MX,宝路高蛋白成犬粮，牛肉鸡肉味，24袋，每袋85克，含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,1167,223.6,1000,亚马逊官方(上月购买量),2022-08-24,48,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BBSG79MX,True
29,B0DRP2NFR5,Carmelie 狗狗天然酵母缓解，促进健康止痒，耳部不适护理，缓解瘙痒，过敏支持，缓解,Carmelie,4.0,575,268.88,900,亚马逊官方(上月购买量),2025-09-08,11,1,Arnold's Star,第三方(中国),中国,CN/362100/Fujian/Quanzhou/fulonghongshengmingdi 4zhuang Ati 1413shi/taishangtouziqu dongyuanzhen jinfengcun xingxiulu 850hao,,https://www.amazon.com.mx/dp/B0DRP2NFR5,True
30,B0118VV13O,希尔思科学饮食 狗训练奖励零食 鸡肉味 90克 | 希尔思狗零食：健康消化、强健免疫系统、Omega-6和维生素E,Hill's,4.7,3892,110.0,500,亚马逊官方(上月购买量),2016-06-24,122,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0118VV13O,True
