排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 小型犬成犬狗粮，含 Omega 3 和 6，8 公斤装,Nupec,4.8,15729,1192.0,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B0CXYTC8WM,Ganador狗干粮20公斤,Ganador,4.7,1754,721.51,3000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
3,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬粮,Ganador,4.7,2889,989.0,3000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食，金枪鱼4口味混合装，低热量，50支装 14g,INABA,4.9,1650,577.14,4000,亚马逊官方(上月购买量),2023-10-29,35,18,Variedad Express Online,第三方,,,FBA,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
5,B0CYXKNB1Y,MESVIER 大中小型犬胸背带附1.5米牵引绳，可调节反光透气宠物胸背，防爆冲狗狗胸背带适用于散步旅行训练宠物配件,MESVIER,4.7,9773,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,51,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B09R93SSD5,普瑞纳Beneful成犬全尺寸活力健康三文鱼味10公斤,Purina,4.8,4255,527.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
7,B00NABTGY2,Amazon Basics - 狗粪袋，带分配器，黑色，900个（60卷），增强防漏，无香型，含牵引绳夹,Amazon Basics,4.9,236547,349.21,1000,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTGY2,True
8,B0153V49XO,Nupec 小型犬成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8535,348.98,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B01N30FXOM,康多乐普瑞纳成犬迷你小型犬牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4922,329.0,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
10,B0153V7ZTO,普瑞纳康多乐成犬中大型犬牛肉鸡肉味7.5公斤,Dog Chow,4.8,4141,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
11,B01MQFPHMN,Ganador Premium 成犬 20 kg，小型犬，黑色。包装可能不同,Ganador,4.7,2598,980.0,3000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
12,B07DCJ8B3S,甘多尔Premium狗干粮15kg,Ganador,4.8,1749,726.0,3000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
13,B0153V41AU,Nupec 成犬颗粒狗粮 含Omega 3和6 - 1袋 x 15公斤,Nupec,4.8,7945,1695.0,2000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
14,B07XZHXZW4,HI MULTI PRO 优质成犬粮 25kg 含益生菌及高生物价值蛋白质,HI MULTI PRO,4.6,6556,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,132,3,ALBAPESA,第三方,,,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
15,B01N0AG6OF,Ganador Premium 幼犬粮 20公斤，适合中型和大型犬。包装可能有所不同,Ganador,4.7,4799,969.0,2000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
16,B0D43R8KKL,Fancy Pets MS 猫狗通用三文鱼油 250ml - 含DHA和EPA的Omega 3 - 皮肤健康，毛发亮泽，免疫强健,Medical Solutions,4.5,2129,170.0,1000,亚马逊官方(上月购买量),2024-05-13,28,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
17,B0CF63JSS9,Dogelthy纯三文鱼油 含Omega 3、6、9的犬用三文鱼油,Dogelthy,4.7,3076,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
18,B0CF4BLG83,Dogelthy犬用关节保护粉状营养补充剂,Dogelthy,4.6,2108,1067.0,800,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
19,B09R916GQ3,Purina Beneful 成犬原味牛肉味 10Kg,WeTap,4.8,2642,527.0,2000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
20,B071HPBSHV,亚马逊倍思 - 公狗纸尿裤，30片装，小号，超强吸收一次性包裹，安全贴合，防漏舒适,Amazon Basics,4.5,32164,364.9,700,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
21,B003CL6Q84,希尔思Science Diet小型迷你成犬鸡肉味狗粮7kg,Hill's Science Diet,4.8,10766,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,159,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
22,B0153V43UI,Nupec 成犬狗粮，含Omega 3和6，5公斤装,Nupec,4.8,4025,672.21,700,亚马逊官方(上月购买量),2015-09-01,133,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
23,B0F96F3XWF,King Dog & Cat Clean Pet 狗狗训练尿垫，40片，60×60厘米，6层超强吸收，犬用卫生护理,King Dog & Cat,4.8,13,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方(墨西哥),墨西哥,MX/52764/MEXICO/HUIXQUILUCAN DE DEGOLLADO/AVENIDA JESUS DEL MONTE 39 PISO 2B JESUS DEL MONTE,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
24,B0185OQ6VO,宠物干爽训练尿垫 - 50片,Dry Pet,4.6,3745,298.0,900,亚马逊官方(上月购买量),2016-02-29,127,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
25,B01FUDI7F6,Nupec 老年犬狗粮，15公斤装。,Nupec,4.8,5206,2032.0,900,亚马逊官方(上月购买量),2016-05-18,124,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FUDI7F6,True
26,B0GWHHR2P1,战术狗项圈 狗狗训练用 粉色 L码,DAQI,4.7,976,188.0,200,亚马逊官方(上月购买量),2022-04-03,54,15,CHIYING,第三方,,,FBA,https://www.amazon.com.mx/dp/B0GWHHR2P1,True
27,B0CK32S653,Waggys 三文鱼狗零食，无谷天然犬用奖励，100粒,Waggys,4.6,686,189.0,1000,亚马逊官方(上月购买量),2023-09-28,36,2,Waggy´s!,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CK32S653,True
28,B07TGKCWWP,Fancy Pets 狗狗一次性纸尿裤 CH | 超强吸水 | 12片 | 适用于失禁、训练及发情期 | 舒适可调节,Fancy Pets,4.5,1248,137.61,500,亚马逊官方(上月购买量),2019-06-25,87,10,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
29,B08TH7LVQK,狗床，结实耐用，舒适，柔软填充，尺寸和颜色可选（小号，黑/灰）,PETS APPAREL HILLS,4.6,10460,269.1,100,亚马逊官方(上月购买量),2021-01-20,68,50,I Jacket,第三方,,,FBA,https://www.amazon.com.mx/dp/B08TH7LVQK,True
