排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0CXYTC8WM,冠军犬用干粮20kg,Ganador,4.7,1725,680.0,2000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
2,B07DCJ8B3S,Ganador Premium 犬用干粮 15kg,,4.8,1730,726.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,False
3,B0153V4AOM,Nupec 成年小型犬狗粮，含Omega 3和6，8公斤装。,Nupec,4.8,15710,1134.3,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics 狗狗拾便袋 带分配器 黑色 600只（40卷） 升级防漏 无香 附牵引绳挂钩,Amazon Basics,4.9,235978,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 狗胸背带 中小大型犬通用 含1.5米牵引绳 可调节反光透气 防爆冲 遛狗旅行训练配件,,4.7,9693,249.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B0CYXKNB1Y,False
6,B01MQFPHMN,"Ganador Premium Adulto 20 kg, Razas Pequeñas, Negro. El empaque puede variar",Ganador,4.7,2585,919.0,3000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B09R93SSD5,普瑞纳宝能 成年犬全犬种 三文鱼味 亮丽健康 10kg,Purina,4.8,4261,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
8,B0153V49XO,Nupec 小型犬成犬狗粮，含Omega 3和6，2kg装,Nupec,4.8,8514,404.46,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B01N30FXOM,Purina Dog Chow 成犬迷你小型犬粮 牛肉鸡肉味 7.5kg,,4.8,4911,336.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B01N30FXOM,False
10,B01N0AG6OF,Ganador 优质幼犬粮 20kg，中大型犬种。包装可能有所不同。,Ganador,4.7,4788,909.0,2000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
11,B08JSG74RV,Ganador Premium Superfoods 20kg 中大型成犬粮,Ganador,4.7,2889,1135.0,3000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
12,B0153V41AU,Nupec 成犬狗粮 含欧米伽3和6 1包×15kg,Nupec,4.8,7939,1728.98,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
13,B0D43R8KKL,Fancy Pets MS 犬猫用三文鱼油250ml - Omega-3含DHA和EPA - 健康皮肤、亮泽毛发、强健免疫系统,Medical Solutions,4.5,2077,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
14,B07XZHXZW4,HI MULTI PRO 成犬优质狗粮25kg，含益生菌和高生物价蛋白质,HI MULTI PRO,4.6,6531,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/伊拉普阿托-拉彼达公路63公里处,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
15,B0CF63JSS9,"Dogelthy 犬用纯三文鱼油，含Omega 3,6,9",Dogelthy,4.7,3047,509.52,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安德奥科坦/五月五日 #15 内部6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
16,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食 混合4种金枪鱼口味 低卡 50支x14g,INABA,4.9,1595,667.0,2000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
17,B0153V7ZTO,Purina Dog Chow 中大型成犬粮 牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4119,336.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
18,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉 | 含葡萄糖胺、软骨素和II型胶原蛋白（UCII），鱼肉味 270克,,4.6,2093,938.96,,,,,1,,,,,,https://www.amazon.com.mx/dp/B0CF4BLG83,False
19,B09R916GQ3,普瑞纳 Beneful 成犬经典牛肉味 10公斤,WeTap,4.8,2637,527.0,1000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
20,B0185OQ6VO,DRY PET宠物训练垫50片,,4.6,3744,298.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B0185OQ6VO,False
21,B01FKNX3FU,"Ganador Adulto, Razas Pequeñas, 20 kg, Azul",Ganador,4.8,1537,721.0,1000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
22,B0153V44K2,"Nupec - Croquetas para Perros, Adulto, Sabor a Carne, 8 kg (Empaque puede variar)",Nupec,4.8,4017,1041.0,600,亚马逊官方(上月购买量),2015-09-01,132,3,Tienda Mascota MX,第三方,,,FBA,https://www.amazon.com.mx/dp/B0153V44K2,True
23,B071HPBSHV,"Amazon Basics - Pañales para perro macho, paquete de 30, tamaño pequeño, envoltura desechable ultraabsorbente con ajuste seguro, a prueba de fugas y cómodo",Amazon Basics,4.5,32200,477.51,600,亚马逊官方(上月购买量),2017-10-23,106,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
24,B0DRP2NFR5,"Carmelie Alivio Natural De Levadura para Perros, Promueve Un Alivio Saludable De La Picazón, Cuidado De Las Molestias De Oído En Perros, Alivio De La Picazón En Perros, Apoyo para Alergias, Alivio De",,4.0,579,320.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B0DRP2NFR5,False
25,B003CL6Q84,"Hill's Science Diet Small Mini Croquetas para Perro Adulto Sabor Pollo 7Kg | Croquetas Hill's para perro, pollo real, razas pequeñas, digestión saludable, sistema inmunológico fuerte",,4.8,10746,1344.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B003CL6Q84,False
26,B0855ND74T,"PetLovers Set de 600 Hojas Quita Pelusa para Ropa - Rodillo Quita Pelusa Extra Pegajoso, Rodillo Quita Pelos de Mascotas - Pack De 6",PetLovers,4.7,36816,479.0,400,亚马逊官方(上月购买量),,,6,PetLovers MX,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0855ND74T,True
