排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec成犬小型犬狗粮，含Omega 3和6，8公斤装。,,4.8,15704,1198.6,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V4AOM,False
2,B00NABTG60,Amazon Basics 狗拾便袋 带分配器 黑色 600只（40卷）升级防漏 无香 含牵引绳扣,Amazon Basics,4.9,236212,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
3,B0CYXKNB1Y,MESVIER 犬用胸背带配1.5米牵引绳 大中小型犬通用 可调节反光透气防爆冲 遛狗旅行训练配件,MESVIER,4.7,9738,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,48,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
4,B0153V7ZTO,普瑞纳Dog Chow成犬粮 中大型犬 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4122,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
5,B01N30FXOM,Purina Dog Chow 成犬迷你及小型犬粮 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4907,329.0,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
6,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1735,499.33,,,2024-05-09,28,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
7,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食，金枪鱼4口味混合装，低热量，50支（14克/支）,,4.9,1614,615.45,,,,,,,,,,,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,False
8,B09R93SSD5,Purina Beneful Adulto Todos los tamaños Salud Radiante Sabor Salmón 10Kg,Purina,4.8,4246,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B0153V49XO,Nupec 成年小型犬狗粮，含Omega-3和Omega-6，2kg装。,,4.8,8520,386.77,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V49XO,False
10,B0153V41AU,Nupec 成年犬粮含Omega 3和6 - 1包装 x 15公斤,Nupec,4.8,7938,1767.5,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
