排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B01N30FXOM,普瑞纳康乐多成犬小型犬粮 牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4915,268.05,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
2,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食，4种金枪鱼口味混合装，低卡路里，50支装 每支14g,INABA,4.9,1626,577.15,3000,亚马逊官方(上月购买量),2023-10-29,35,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
3,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装。,Nupec,4.8,15714,1148.51,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics - 狗粪便袋，带分配器，黑色，600个（40卷），防漏升级，无香型，含牵引绳夹,Amazon Basics,4.9,236368,449.38,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B07DCJ8B3S,Ganador Premium 狗干粮 15kg,Ganador,4.8,1742,726.0,4000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
6,B08JSG74RV,Ganador Premium Superfoods 20kg，中型和大型成年犬粮。,Ganador,4.7,2885,999.0,2000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
7,B0CYXKNB1Y,MESVIER 小中大型犬胸背带含1.5米牵引绳，可调节反光透气，防爆冲设计，适合遛狗、旅行、训练，宠物配件,MESVIER,4.7,9779,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,51,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
8,B09R93SSD5,普瑞纳Beneful成犬全体型亮泽健康三文鱼味10kg,Purina,4.8,4253,526.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B0153V7ZTO,普瑞纳康多乐成犬中大型犬粮牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4133,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
10,B0153V49XO,Nupec 小型犬成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8527,348.98,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
