排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B01N30FXOM,普瑞纳康多乐成犬粮 迷你小型犬 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4904,446.01,4000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
2,B0153V7ZTO,Purina Dog Chow 成犬粮 中大型犬 牛肉鸡肉味 7.5kg,,4.8,4119,268.05,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V7ZTO,False
3,B00NABTG60,"Amazon Basics - Bolsas para excremento de perro, con dispensador, Negro, 600 unidades (40 rollos), mejoradas para garantizar que no haya fugas, sin fragancia, incluye clip para correa",Amazon Basics,4.9,236111,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B0153V4AOM,Nupec狗粮，成年小型犬，含Omega 3和6，8公斤装。,Nupec,4.8,15699,1132.29,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
5,B07DCJ8B3S,Ganador Premium 犬用干粮 15kg,Ganador,4.8,1732,726.0,4000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
6,B0CYXKNB1Y,MESVIER 狗胸背带 大中小型犬 带1.5米牵引绳 可调节反光透气 防爆冲 散步旅行训练宠物用品,MESVIER,4.7,9712,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,48,MESVIER,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
7,B01MQFPHMN,Ganador 优质成犬粮 20kg 小型犬 黑色 包装可能不同,Ganador,4.8,2576,919.0,3000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型犬成犬粮。,Ganador,4.7,2871,1064.0,2000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
9,B09R93SSD5,Purina Beneful成犬粮 全犬种 亮丽毛发光彩健康 三文鱼味 10Kg,Purina,4.8,4239,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B0153V49XO,Nupec 成年小型犬狗粮，含Omega 3和6，2公斤装,,4.8,8518,393.52,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V49XO,False
