排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 小型犬成犬粮，含Omega 3和6，8公斤装。,Nupec,4.8,15741,1192.0,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B0CXYTC8WM,狗干粮 Ganador 20kg,,4.7,1761,713.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B0CXYTC8WM,False
3,B0CYXKNB1Y,MESVIER 小中大型犬用胸背带及1.5米牵引绳，可调节反光透气狗狗胸背，防爆冲宠物胸背带，适用于散步旅行训练犬用配件,MESVIER,4.7,9791,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,51,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
4,B08JSG74RV,Ganador优质超级食品20kg，中型和大型成年犬粮。,Ganador,4.6,2899,989.0,3000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
5,B0B1W1ZZGQ,伊纳宝 Churu 猫用奶油零食 金枪鱼4种口味混合 低卡 14g×50支,,4.9,1669,577.15,,,,,,,,,,,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,False
6,B07284NRTH,Amazon Basics - 狗狗拾便袋，带分配器，绿色，810个（54卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,8118,335.57,400,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07284NRTH,True
7,B0153V49XO,Nupec 小型犬成犬狗粮，含 Omega 3 和 6，2 kg 装。,Nupec,4.8,8544,348.98,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B09R93SSD5,普瑞纳Beneful成犬全犬种亮泽健康三文鱼味10Kg,,4.8,4261,527.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B09R93SSD5,False
9,B01MQFPHMN,Ganador Premium 成犬 20公斤，小型犬，黑色。包装可能有所不同,Ganador,4.7,2602,956.0,3000,亚马逊官方(上月购买量),2016-11-08,119,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
10,B01N30FXOM,冠能普瑞纳成年迷你小型犬牛肉鸡肉味狗粮7.5Kg,,4.8,4929,329.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B01N30FXOM,False
11,B07DCJ8B3S,Ganador Premium狗粮15kg,Ganador,4.8,1754,726.0,3000,亚马逊官方(上月购买量),2024-05-09,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
12,B0153V7ZTO,普瑞纳康多乐成犬中型及大型犬牛肉鸡肉味狗粮 7.5公斤,Dog Chow,4.8,4147,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
13,B0153V41AU,Nupec 成犬狗粮 含Omega 3和6 15kg装,Nupec,4.8,7947,1729.0,2000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
14,B07XZHXZW4,HI MULTI PRO 高级成犬粮 25kg，含益生菌和高生物价蛋白质,HI MULTI PRO,4.6,6561,1000.0,1000,亚马逊官方(上月购买量),2015-10-07,132,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/伊拉普阿托-拉皮耶达德公路63公里,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
15,B01N0AG6OF,Ganador Premium 幼犬粮 20 kg，中型和大型犬适用。包装可能有所不同,,4.7,4801,969.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B01N0AG6OF,False
16,B0CF63JSS9,Dogelthy 纯三文鱼油 犬用Omega-3、6、9三文鱼油 | 每剂含300毫克EPA和DHA，鱼油补充剂,,4.7,3083,579.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B0CF63JSS9,False
17,B0D43R8KKL,Fancy Pets MS 犬猫三文鱼油 250ml - 含DHA和EPA的Omega-3 - 健康皮肤、亮泽毛发、强健免疫系统,,4.5,2139,189.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B0D43R8KKL,False
18,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉状补充剂,Dogelthy,4.6,2113,1067.0,800,亚马逊官方(上月购买量),2023-08-09,38,4,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
19,B003CL6Q84,希尔思科学配方小型犬成犬鸡肉味狗粮 7Kg,Hill's Science Diet,4.8,10780,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,159,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
20,B0153V43UI,Nupec 成犬狗粮，含Omega 3和6，5公斤装。,Nupec,4.8,4027,668.25,800,亚马逊官方(上月购买量),2015-09-01,133,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
21,B09R916GQ3,普瑞纳Beneful成犬原味牛肉味10公斤,WeTap,4.8,2648,527.0,1000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
22,B0185OQ6VO,DRY PET 宠物训练垫 - 50片,Dry Pet,4.6,3746,298.0,900,亚马逊官方(上月购买量),2016-02-29,127,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
23,B071HPBSHV,Amazon Basics - 公狗尿布，30片装，小号，超强吸水一次性包裹，安全贴合，防漏舒适,Amazon Basics,4.5,32154,355.13,700,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon Estados Unidos,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
24,B0F494MVYC,Ganador优质三文鱼干狗粮20k,Ganador,4.8,227,989.0,600,亚马逊官方(上月购买量),2025-04-09,18,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0F494MVYC,True
25,B0CK32S653,Waggys 三文鱼狗零食，天然无谷物狗狗奖励零食，100粒,,4.6,690,132.78,,,,,,,,,,,https://www.amazon.com.mx/dp/B0CK32S653,False
26,B0153V3YEY,Nupec 狗粮幼犬粮，含维生素E和硒，2公斤装。,Nupec,4.8,9524,329.0,200,亚马逊官方(上月购买量),2015-09-01,133,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V3YEY,True
27,B01FUDI7F6,Nupec 老年犬粮 15公斤装,Nupec,4.8,5207,2024.11,900,亚马逊官方(上月购买量),2016-05-18,124,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FUDI7F6,True
28,B01FKNX3FU,Ganador 成犬小型犬粮 20公斤 蓝色,Ganador,4.8,1545,819.0,900,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
29,B0CDYWTMRM,普瑞纳康多乐成犬全犬种牛肉鸡肉味18kg,,4.7,578,723.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B0CDYWTMRM,False
30,B07TGKCWWP,Fancy Pets 狗狗一次性纸尿裤 CH | 超强吸收 | 12片 | 适用于失禁、训练和发情期 | 舒适可调节,Fancy Pets,4.5,1248,137.61,500,亚马逊官方(上月购买量),2019-06-25,87,10,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
31,B0BBSG79MX,,,,,,,,,,,,,,,,https://www.amazon.com.mx/dp/B0BBSG79MX,False
