排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,赢家Premium成犬干粮15kg,Ganador,4.8,1664,659.0,5000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B0153V4AOM,Nupec狗粮，小型犬成犬，含Omega 3和6，8kg装,Nupec,4.8,15708,1182.15,7000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型犬成年犬粮,Ganador,4.6,2886,910.0,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B00NABTG60,亚马逊倍思狗便袋，带分配器，黑色，600个（40卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,234916,262.87,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 宠物胸背带 中小大型犬用 含1.5米牵引绳 可调节反光透气防爆冲 步行旅行训练配件,MESVIER,4.7,9532,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B01MQFPHMN,Ganador高级成犬粮20公斤，小型犬专用，黑色。包装可能有所不同。,Ganador,4.7,2568,888.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B09R93SSD5,Purina Beneful亮丽健康成犬全犬种三文鱼味10kg,Purina,4.8,4290,563.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
8,B0153V49XO,Nupec狗粮，成年小型犬，含Omega 3和6，2kg装,Nupec,4.8,8505,355.18,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中大型犬。包装可能不同。,Ganador,4.7,4775,888.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
10,B0CXYTC8WM,赢家狗干粮20kg,Ganador,4.7,1679,725.0,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
11,B01N30FXOM,普瑞纳成犬小型犬狗粮 牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4896,336.0,2000,亚马逊官方(上月购买量),2017-01-24,114,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
12,B0153V41AU,Nupec 成年犬粮含Omega 3和6 - 1包x15公斤,Nupec,4.8,7957,1736.6,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
