排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,赢家高级干狗粮15kg,Ganador,4.8,1660,659.0,5000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B0153V4AOM,Nupec狗粮，小型犬成犬，含Omega 3和6，8公斤装,Nupec,4.8,15704,1182.25,7000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B08JSG74RV,Ganador Premium Superfoods 20kg，中型和大型成年犬粮,Ganador,4.6,2884,910.0,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B0CYXKNB1Y,MESVIER 中型大型小型犬胸背带配1.5米牵引绳，可调节反光透气防爆冲狗胸背，适合散步旅行训练配件,MESVIER,4.7,9519,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
5,B00NABTC8M,Amazon Basics - 狗屎袋，带分配器，黑色，300只（20卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,249641,197.1,700,亚马逊官方(上月购买量),2025-01-11,18,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTC8M,True
6,B09R93SSD5,普瑞纳宝能成年犬全犬种三文鱼味亮丽健康粮10公斤,Purina,4.8,4290,527.2,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
7,B0153V49XO,Nupec 小型犬成年犬狗粮，含Omega-3和Omega-6，2千克装,Nupec,4.8,8500,355.18,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B0CXYTC8WM,Ganador干狗粮20kg,Ganador,4.7,1675,725.0,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
9,B0153V41AU,Nupec成年犬粮含Omega-3和Omega-6，15公斤装,Nupec,4.8,7956,1729.0,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
10,B01N30FXOM,Purina Dog Chow 成年小型迷你犬粮 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4894,336.0,2000,亚马逊官方(上月购买量),2017-01-24,114,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
