排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V7ZTO,康多乐成犬粮 中大型犬 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4121,329.0,3000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
2,B0153V4AOM,Nupec 小型犬成犬粮，含Omega 3和6，8公斤装。,Nupec,4.8,15702,1227.0,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B00NABTG60,Amazon Basics 狗狗拾便袋，带分配器，黑色，600只（40卷），升级防漏，无香，含牵引绳夹扣,Amazon Basics,4.9,236161,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B07DCJ8B3S,Ganador Premium 成犬干粮 15kg,Ganador,4.8,1733,499.33,,,2024-05-09,28,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
5,B01N30FXOM,Purina Dog Chow 成犬迷你和小型犬粮 牛肉鸡肉味 7.5Kg,Dog Chow,4.8,4905,329.0,4000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
6,B0CYXKNB1Y,MESVIER 狗狗胸背带牵引绳套装 1.5m 大中小型犬通用 反光透气可调节 防爆冲 适合散步旅行训练,MESVIER,4.7,9718,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,49,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
7,B01MQFPHMN,Ganador 优质成犬粮20kg，小型犬，黑色。包装或有不同。,Ganador,4.8,2578,264.0,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B09R93SSD5,Purina Beneful 亮丽健康全犬种成犬粮 三文鱼味 10kg,Purina,4.8,4244,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B0B1W1ZZGQ,伊纳宝 Churu 猫咪奶油零食 金枪鱼4口味混合 低卡 50支*14g,INABA,4.9,1614,615.45,2000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
10,B08JSG74RV,Ganador Premium Superfoods 中大型成犬粮 20kg,Ganador,4.6,2872,699.0,,,2020-09-22,71,1,,,,,,https://www.amazon.com.mx/dp/B08JSG74RV,True
11,B0153V49XO,Nupec成犬小型犬粮，含Omega 3和6，2kg装。,Nupec,4.8,8516,386.81,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
12,B0153V41AU,Nupec 成年犬粮含Omega 3和6 1包x15kg,Nupec,4.8,7935,1757.84,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
13,B01N0AG6OF,Ganador Premium 中大型犬幼犬粮 20kg，包装可能不同。,Ganador,4.7,4787,1049.0,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01N0AG6OF,True
14,B0DM9Q93RR,"Fancy Pets Aceite de Salmon para Perros y Gatos Medical Solutions con 490ml | Omega 3 con DHA y EPA | Suplemento para Piel Sana, Pelaje Brillante y Sistema Inmune Fuerte",Medical Solutions,4.5,2090,259.0,1000,亚马逊官方(上月购买量),2024-11-07,22,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM9Q93RR,True
15,B07XZHXZW4,HI MULTI PRO 成犬优质粮25kg 含益生菌及高生物价蛋白,HI MULTI PRO,4.6,6534,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/GUANAJUATO/PENJAMO/KM 63 CARRETERA IRAPUATO - LA PIEDAD,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
16,B0CF63JSS9,Dogelthy 纯三文鱼油 犬用 Omega 3、6、9,Dogelthy,4.7,3049,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
17,B09R916GQ3,Purina Beneful Adulto Original Sabor Carne 10Kg,WeTap,4.8,2634,527.0,2000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
18,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉末补充剂,Dogelthy,4.6,2092,1067.0,800,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
19,B0CK32S653,Waggys三文鱼小零食，无谷物天然犬用奖励，100粒,Waggys,4.6,676,135.5,1000,亚马逊官方(上月购买量),2023-09-28,35,2,Waggy´s!,品牌方(墨西哥),墨西哥,MX/44520/JALISCO/GUADALAJARA/LAZARO CARDENAS 3454,FBA,https://www.amazon.com.mx/dp/B0CK32S653,True
20,B0153V43UI,Nupec成犬狗粮，含Omega 3和6，5kg装。,Nupec,4.8,4013,668.76,700,亚马逊官方(上月购买量),2015-09-01,132,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
21,B0CXYTC8WM,宝路成犬干粮20kg,Ganador,4.7,1733,839.0,,,2024-03-13,30,1,,,,,,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
22,B071HPBSHV,Amazon Basics 公狗纸尿裤，30片装，小号，超强吸收一次性护罩，贴合安全，防漏舒适,Amazon Basics,4.5,32163,364.9,600,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
23,B0185OQ6VO,DRY PET宠物训练垫 50片装,Dry Pet,4.6,3743,298.0,1000,亚马逊官方(上月购买量),2016-02-29,126,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
24,B0BBSG79MX,宝路高蛋白成犬粮 牛肉鸡肉味 24袋*85克 含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,1179,196.39,1000,亚马逊官方(上月购买量),2022-08-24,48,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BBSG79MX,True
25,B0F96F3XWF,"King Dog & Cat Tapetes Entrenadores para Perros Clean Pet, 40 Piezas, 60 x 60 cm, 6 Capas Máxima Absorción e Higiene para Perros",King Dog & Cat,4.8,12,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方(墨西哥),墨西哥,MX/52764/MEXICO/HUIXQUILUCAN DE DEGOLLADO/AVENIDA JESUS DEL MONTE 39 PISO 2B JESUS DEL MONTE,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
26,B09Y1R1GWL,宝路 小型犬湿粮包 牛肉片味 天然食材，蛋白质与纤维，24包，100g/包,Pedigree,4.8,919,200.16,1000,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1R1GWL,True
27,B003CL6Q84,希尔思科学膳食小型迷你犬粮 成年犬用 鸡肉味 7Kg,Hill's Science Diet,4.8,10750,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,158,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
28,B08TH7LVQK,狗窝，耐用舒适，柔软填充，尺寸颜色可选（小号，黑色/灰色）,PETS APPAREL HILLS,4.6,10432,269.1,100,亚马逊官方(上月购买量),2021-01-20,68,50,I Jacket,第三方(墨西哥),墨西哥,墨西哥/06090/墨西哥城/夸乌特莫克/内萨瓦尔科约特尔/158号公寓202,FBA,https://www.amazon.com.mx/dp/B08TH7LVQK,True
29,B01FUDI7OC,Nupec 体重控制犬粮，适合超重或肥胖犬只，15公斤装。,Nupec,4.8,3933,2299.0,700,亚马逊官方(上月购买量),2016-05-18,124,3,Selectashop,第三方(墨西哥),墨西哥,MX/01729/CIUDAD DE MEXICO/CIUDAD DE MEXICO/ALCANTARILLA/DESIERTO DE LOS LEONES 5547 INT B605,,https://www.amazon.com.mx/dp/B01FUDI7OC,True
30,B01FUDI7F6,Nupec 老年犬粮 15kg装,Nupec,4.8,5201,1999.0,800,亚马逊官方(上月购买量),2016-05-18,124,3,Gaspar y sus mininos,第三方(墨西哥),墨西哥,MX/09700/CIUDAD DE MEXICO/CIUDAD DE MEXICO/DESARROLLO URBANO QUETZALCOATL/Villa Cid mz30-1 lt29,FBA,https://www.amazon.com.mx/dp/B01FUDI7F6,True
31,B07PY5FGR1,"Cloralex Mascotas, Elimina Malos Olores 3.75 L",Cloralex,4.8,2507,89.0,1000,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PY5FGR1,True
32,B0088LIINY,Earth Rated 狗狗拾便袋，8卷共120只，薰衣草香味,Earth Rated,4.9,197393,148.5,800,亚马逊官方(上月购买量),,,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0088LIINY,True
33,B01FVRF920,Barkys 80136100614 小号肉干条 1kg 1件,BARKYS,4.8,1571,290.0,1000,亚马逊官方(上月购买量),2016-05-19,124,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FVRF920,True
34,B0DRP2NFR5,"Carmelie Alivio Natural De Levadura para Perros, Promueve Un Alivio Saludable De La Picazón, Cuidado De Las Molestias De Oído En Perros, Alivio De La Picazón En Perros, Apoyo para Alergias, Alivio De",Carmelie,4.0,588,320.0,1000,亚马逊官方(上月购买量),2025-09-08,12,1,Arnold's Star,第三方(中国),中国,CN/362100/Fujian/Quanzhou/fulonghongshengmingdi 4zhuang Ati 1413shi/taishangtouziqu dongyuanzhen jinfengcun xingxiulu 850hao,,https://www.amazon.com.mx/dp/B0DRP2NFR5,True
35,B016C6EJ4S,Amazon Basics 犬用吸水垫，成犬幼犬训练用，5层防漏，快速干燥，71×86厘米（超大），40片装，蓝白,Amazon Basics,4.5,216192,434.5,200,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B016C6EJ4S,True
36,B0153V3YEY,Nupec 幼犬狗粮，含维生素E和硒，2公斤装。,Nupec,4.8,9507,345.0,200,亚马逊官方(上月购买量),2015-09-01,132,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V3YEY,True
37,B01N30FZTO,"Dog Chow Purina Cachorro Raza Mediana y Grande Sabor Carne, Pollo y Frutas 7.5Kg",Dog Chow,4.8,2226,268.05,800,亚马逊官方(上月购买量),2019-05-25,87,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FZTO,True
38,B07L9JHXJR,荒野盛宴太平洋溪流狗粮,Taste Of The Wild,4.6,6643,1562.0,1000,亚马逊官方(上月购买量),2019-01-30,91,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07L9JHXJR,True
39,B07NSD6XW3,Nupec 小型犬老年犬干粮 2kg 1包,Nupec,4.9,2272,469.0,700,亚马逊官方(上月购买量),2019-03-18,90,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07NSD6XW3,True
40,B0DF4TZZ82,Dogelthy 100%天然脱水鸡爪狗零食,Dogelthy,4.4,86,239.0,300,亚马逊官方(上月购买量),2024-08-23,24,6,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0DF4TZZ82,True
41,B075N8M4BQ,西莎 狗粮 菲力牛排原汁口味 24袋 75克/袋,Cesar,4.7,810,275.0,400,亚马逊官方(上月购买量),2017-09-11,108,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075N8M4BQ,True
42,B0GWHFXGK1,战术训练狗项圈 粉色 M号,DAQI,4.7,962,188.0,100,亚马逊官方(上月购买量),2022-04-03,53,15,CHIYING,第三方(中国),中国,中国/06000/广东省/龙岗区/深圳市/坂田街道万科城社区新天下百瑞达大厦四层401室,FBA,https://www.amazon.com.mx/dp/B0GWHFXGK1,True
43,B00NLMJ6F4,维克Nutri-Plus营养补充凝胶120g 犬猫用,Virbac,4.8,342,335.0,800,亚马逊官方(上月购买量),2015-09-08,132,1,Virbac,品牌方(墨西哥),墨西哥,墨西哥/45010/哈利斯科/萨波潘/瓜达拉哈拉科技园/英格兰大道5070,FBA,https://www.amazon.com.mx/dp/B00NLMJ6F4,True
44,B07PSK15Y2,Nupec 小型老年犬干粮 1×8kg,Nupec,4.8,4262,1510.84,900,亚马逊官方(上月购买量),2019-03-18,90,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PSK15Y2,True
45,B01FKNX3FU,Ganador 小型成犬粮 20kg 蓝色,Ganador,4.8,1538,549.0,,,2016-11-24,117,1,,,,,,https://www.amazon.com.mx/dp/B01FKNX3FU,True
46,B09WP12B7N,Pedigree 狗粮湿包，羊肉片口味，含天然成分、蛋白质和纤维，24包，每包100克,Pedigree,4.8,802,200.15,600,亚马逊官方(上月购买量),2022-03-28,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09WP12B7N,True
47,B09Y1NFQ92,宝路成犬湿粮鸡肉条24包，含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,871,225.25,700,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1NFQ92,True
48,B003CLAJ1E,Hill's Science Diet 小型迷你老年犬鸡肉味狗粮 2Kg,Hill's Science Diet,4.8,3248,518.45,800,亚马逊官方(上月购买量),2017-12-05,105,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CLAJ1E,True
49,B08B1W7YSB,Medical Solution 犬用伊丽莎白圈 1号 22厘米,Fancy Pets,4.4,3071,69.0,100,亚马逊官方(上月购买量),2020-06-11,75,11,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08B1W7YSB,True
50,B0855ND74T,"PetLovers Set de 600 Hojas Quita Pelusa para Ropa - Rodillo Quita Pelusa Extra Pegajoso, Rodillo Quita Pelos de Mascotas - Pack De 6",PetLovers,4.7,36861,479.0,400,亚马逊官方(上月购买量),,,6,PetLovers MX,品牌方(美国),美国,US/33702/FL/SAINT PETERSBURG/7901 4th ST N STE 300,FBA,https://www.amazon.com.mx/dp/B0855ND74T,True
51,B08NWZD6MS,"Spring Blossoms - Rastrillo de aseo profesional 2 en 1 para gatos y perros, peine para quitar fácilmente las alfombrillas y los enredos, seguro para cepillo para mascotas (Naranja)",Spring Blossoms,4.8,4363,297.99,500,亚马逊官方(上月购买量),2021-01-06,68,6,GoodHappens,第三方(中国),中国,中国/361000/福建/厦门市/205-11室之三/火炬高新区软件园二期观日路8号,FBA,https://www.amazon.com.mx/dp/B08NWZD6MS,True
52,B0BQTFBXHP,Hill's Science Diet Small Bites Croquetas para Perro Senior Pollo 6.8Kg,Hill's Science Diet,4.7,474,1344.0,900,亚马逊官方(上月购买量),2022-12-22,44,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BQTFBXHP,True
53,B08QJNMHLZ,Arm & Hammer 全面护理犬用洁牙套装 | 2.5盎司鸡肉味酶解牙膏，含牙刷和指套刷 | 小苏打强化配方，清新口气，控制牙垢,Arm & Hammer,4.6,3354,135.48,800,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08QJNMHLZ,True
54,B08JRVB4BH,"Minino Plus Recetas, alimento húmedo Sabor Carnitas de atún, 85 g, Gris, Paquete con 24 Piezas",LQNQ,4.8,570,239.0,600,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JRVB4BH,True
55,B0723HRWJW,"Nature's Miracle - Advanced - Eliminador avanzado de manchas y olores para perros, spray enzimático, aroma fresco, limpieza profunda, 946ml",Nature's Miracle,4.4,23503,299.0,800,亚马逊官方(上月购买量),2017-06-29,110,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0723HRWJW,True
56,B018TYLZU2,Fancy Pets 狗狗训练垫 Doggie Grass GDE | 仿真草皮配托盘和格栅 | 除臭易清洁,Fancy Pets,4.4,10095,509.0,600,亚马逊官方(上月购买量),2015-12-02,129,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018TYLZU2,True
57,B0CDYWTMRM,康多乐成年犬全犬种牛肉鸡肉味狗粮18公斤,Dog Chow,4.7,562,723.0,400,亚马逊官方(上月购买量),2023-08-07,37,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CDYWTMRM,True
58,B0155E0168,Fancy Pets 不锈钢狗碗，8盎司（227克）,Fancy Pets,4.7,6674,34.9,300,亚马逊官方(上月购买量),2016-01-22,128,7,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0155E0168,True
59,B0CN7CRSLH,Raganet 宠物防护罩，汽车座椅沙发保护垫，适用于猫狗，用于后座、后备箱或沙发，尺寸137*147*40cm，防水（全包黑色）,Raganet,4.2,1722,209.0,500,亚马逊官方(上月购买量),,,2,Raga Basics,第三方(墨西哥),墨西哥,MX/52790/MEXICO/HUIXQUILUCAN DE DEGOLLADO/Dos Rios/Avenida Vicente Guerrero,FBA,https://www.amazon.com.mx/dp/B0CN7CRSLH,True
60,B0DL98VSFP,540只薰衣草香拾便袋，带分配器和夹子,ESRAIN,4.8,330,230.4,800,亚马逊官方(上月购买量),,,1,ESRAIN,品牌方(中国),中国,中国/518108/广东/宝安区/深圳市/金凯进厂区厂房一C403/石岩街道石龙社区,FBA,https://www.amazon.com.mx/dp/B0DL98VSFP,True
61,B008OV91VQ,希尔思科学膳食犬用鸡肉味零食200g,Hill's,4.7,2155,180.0,300,亚马逊官方(上月购买量),2014-09-12,144,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B008OV91VQ,True
62,B09232RF2N,Perfect Sense 老年犬天然粮 3kg 含葡萄糖胺和软骨素 小型犬适用,Perfect Sense,4.7,711,439.0,300,亚马逊官方(上月购买量),2019-09-17,84,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09232RF2N,True
63,B0CDYQ5BRL,"Dog Chow Purina Multi Proteinas Adultos Todos los Tamaños Sabor Carne, Pollo, Salmón, Cerdo y Pavo 10Kg",Dog Chow,4.9,388,498.0,,,2023-08-07,37,1,,,,,,https://www.amazon.com.mx/dp/B0CDYQ5BRL,True
64,B0153V47YU,Nupec 小型犬幼犬狗粮，含维生素E和硒，2kg装。,Nupec,4.8,3165,401.0,700,亚马逊官方(上月购买量),2015-10-06,131,1,Biencomelon,第三方(墨西哥),墨西哥,MX/72130/PUEBLA/HEROICA PUEBLA DE ZARAGOZA/LA LIBERTAD/10 PONIENTE 913B,FBA,https://www.amazon.com.mx/dp/B0153V47YU,True
65,B09Y1RNQXL,宝路 小型犬鸡肉味袋装狗粮，含天然成分、蛋白质和纤维，24袋，100g/袋,Pedigree,4.8,631,228.0,800,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1RNQXL,True
66,B09KQVCC67,Nature's Miracle 犬用尿液污渍酶解去除剂 946毫升,Nature's Miracle,4.4,4578,315.0,700,亚马逊官方(上月购买量),2021-11-01,58,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09KQVCC67,True
67,B0D142MQ8T,Feandrea 狗床，骨科波浪海绵，91 x 68 x 16 厘米,Feandrea,4.6,884,809.99,200,亚马逊官方(上月购买量),2024-04-08,29,7,COWIT MX,第三方(墨西哥),墨西哥,MX/02800/AZCAPOTZALCO/NUEVA SANTA MARIA/CALLE VID 83,FBA,https://www.amazon.com.mx/dp/B0D142MQ8T,True
