排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B00NABTG60,Amazon Basics 狗狗拾便袋 带分配器 黑色 600只（40卷） 升级防漏无味 含牵绳夹,Amazon Basics,4.9,235559,284.31,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
2,B0CYXKNB1Y,MESVIER 犬用胸背带 大中小型犬通用 含1.5米牵引绳，可调节反光透气，防爆冲，遛狗旅行训练配件,MESVIER,4.7,9625,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
3,B01MQFPHMN,"Ganador Premium Adulto 20 kg, Razas Pequeñas, Negro. El empaque puede variar",Ganador,4.7,2579,910.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
4,B0153V7ZTO,Purina Dog Chow Adulto Raza Medina y Grande Sabor Carne y Pollo 7.5Kg,Dog Chow,4.8,4108,336.0,2000,亚马逊官方(上月购买量),2016-11-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
5,B0153V4AOM,Nupec 成年小型犬狗粮，含Omega 3和6，8公斤装。,Nupec,4.8,15733,1192.0,4000,亚马逊官方(上月购买量),2015-09-01,131,1,GOLVIX,第三方(墨西哥),墨西哥,墨西哥/72380/普埃布拉/普埃布拉/北圣巴巴拉/东4街 2617号 1号仓库,FBA,https://www.amazon.com.mx/dp/B0153V4AOM,True
6,B07XZHXZW4,HI MULTI PRO 优质成年犬粮25kg，含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6535,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/伊拉普阿托-拉彼达公路63公里处,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
7,B0153V49XO,"Nupec croquetas para Perros, Adulto Razas pequeñas, con Omega 3 y 6, presentación de 2 kg.",Nupec,4.8,8509,404.38,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B0D43R8KKL,"Fancy Pets MS Aceite de Salmon para Perros y Gatos 250ml - Omega 3 con DHA y EPA - Piel Sana, Pelaje Brillante y Sistema Inmune Fuerte",Medical Solutions,4.5,2052,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
9,B09R93SSD5,Purina Beneful Adulto Todos los tamaños Salud Radiante Sabor Salmón 10Kg,Purina,4.8,4264,531.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B018M8AR90,Dry Pet Tapete Entrenador para Perro de 30 Piezas,Dry Pet,4.6,3745,159.81,2000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
