排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec狗粮，小型成年犬，含Omega 3和6，8公斤装,Nupec,4.8,15676,874.0,8000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B0CXYTC8WM,Ganador 成犬干粮 20kg,Ganador,4.7,1647,605.0,3000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
3,B08JSG74RV,Ganador Premium Superfoods 20公斤，中大型犬成年犬粮,Ganador,4.7,2867,778.0,5000,亚马逊官方(上月购买量),2020-09-22,69,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B0153V41AU,Nupec成年犬粮含Omega-3和Omega-6，15kg装,Nupec,4.8,7943,1268.25,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
5,B07DCJ8B3S,Ganador Premium狗粮15kg,Ganador,4.8,1638,627.0,4000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
6,B01MQFPHMN,Ganador Premium成年犬粮20kg，小型犬，黑色款。包装可能有所不同。,Ganador,4.7,2551,819.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B0CYXKNB1Y,MESVIER 犬用胸背带，中大型小型通用，含1.5米牵引绳，可调节反光透气，防爆冲，适合散步、旅行、训练，宠物配件,MESVIER,4.7,9464,206.67,400,亚马逊官方(上月购买量),2024-04-13,27,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
8,B01N0AG6OF,冠军优质幼犬粮20kg，中大型犬。包装可能有所不同。,Ganador,4.7,4747,750.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
9,B0153V49XO,Nupec 成年小型犬狗粮，含Omega 3和6，2千克装,Nupec,4.8,8482,272.0,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B00NABTG60,Amazon Basics - 狗粪便袋，带分配器，黑色，600个（40卷），升级防漏，无香型，含牵引绳夹,Amazon Basics,4.9,249225,258.9,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
11,B09R93SSD5,Purina Beneful成犬全犬种璀璨健康三文鱼味10公斤,Purina,4.8,4272,495.52,2000,亚马逊官方(上月购买量),2022-01-26,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
12,B0F494MVYC,赢家高级三文鱼狗粮20公斤,Ganador,4.8,178,627.0,,,2025-04-09,15,1,,,,,,https://www.amazon.com.mx/dp/B0F494MVYC,True
13,B07XZHXZW4,HI MULTI PRO 优质成年犬粮 25公斤，含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6524,915.0,1000,亚马逊官方(上月购买量),2015-10-07,129,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/KM 63 公路 伊拉普阿托 - 拉彼达德,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
14,B01N30FXOM,Purina Dog Chow成年迷你小型犬粮 牛肉鸡肉味7.5kg,Dog Chow,4.8,4871,331.55,3000,亚马逊官方(上月购买量),2017-01-24,113,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
