排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬粮,Ganador,4.6,2895,899.0,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
2,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1681,659.0,6000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
3,B0153V4AOM,Nupec狗粮，小型犬成犬，含Omega 3和6，8公斤装。,Nupec,4.8,15719,1152.1,8000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics 狗粪便袋，带分配器，黑色，600个（40卷），防漏无味，含皮带夹,Amazon Basics,4.9,235263,262.87,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 狗狗胸背带（中小大型通用）带1.5米牵引绳，可调节反光透气防拉扯，适合散步旅行训练,MESVIER,4.7,9564,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B0153V49XO,Nupec成年小型犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8510,355.12,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
7,B01MQFPHMN,Ganador Premium成犬粮20kg，小型犬种，黑色。包装可能有所不同。,Ganador,4.7,2581,888.0,4000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B01N0AG6OF,Ganador Premium幼犬粮20kg，中大型犬种。包装可能不同。,Ganador,4.7,4784,868.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
9,B0CXYTC8WM,Ganador 干狗粮 20kg,Ganador,4.7,1692,705.0,5000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
10,B01N30FXOM,Purina Dog Chow成年迷你小型犬粮牛肉鸡肉味7.5kg,Dog Chow,4.8,4910,336.0,2000,亚马逊官方(上月购买量),2017-01-24,114,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
11,B09R93SSD5,普瑞纳冠能成年犬全犬种亮泽健康三文鱼味10kg,Purina,4.8,4300,553.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
12,B0D43R8KKL,Fancy Pets MS 三文鱼油 250ml 猫犬通用 - 含DHA和EPA的Omega3 - 健康皮肤、亮丽毛发、强健免疫系统,Medical Solutions,4.5,2028,149.0,1000,亚马逊官方(上月购买量),2024-05-13,26,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
13,B018M8AR90,30片装宠物狗训练垫,Dry Pet,4.6,3744,159.81,1000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
14,B0153V7ZTO,普瑞纳冠能中大型成年犬粮牛肉鸡肉味7.5kg,Dog Chow,4.8,4111,336.0,2000,亚马逊官方(上月购买量),2016-11-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
