排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0CXYTC8WM,Ganador狗干粮 20kg,Ganador,4.7,1754,720.33,3000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
2,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15727,1192.0,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B0B1W1ZZGQ,Churu Inaba 猫咪奶油零食，4种金枪鱼口味混合装，低卡路里，50支装 14g,INABA,4.9,1647,577.15,3000,亚马逊官方(上月购买量),2023-10-29,35,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
4,B08JSG74RV,Ganador优质超级食物20kg，中型和大型成年犬粮。,Ganador,4.7,2888,989.0,2000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
5,B0CYXKNB1Y,MESVIER 中小大型犬用胸背带带1.5米牵引绳，可调节反光透气宠物胸背，防爆冲狗狗胸背带，适用于散步旅行训练宠物配件,MESVIER,4.7,9793,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,52,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B00NABTGY2,Amazon Basics - 狗粪袋，带分配器，黑色，900个（60卷），防漏升级，无香，含牵引绳夹,Amazon Basics,4.9,236523,349.21,1000,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTGY2,True
7,B0153V49XO,Nupec 小型成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8532,348.98,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B09R93SSD5,普瑞纳Beneful成犬全犬种亮丽健康三文鱼味10公斤,Purina,4.8,4254,527.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1748,726.0,3000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
10,B01MQFPHMN,Ganador Premium 成犬 20公斤，小型犬，黑色。包装可能有所不同,Ganador,4.7,2597,980.0,3000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
11,B01N30FXOM,普瑞纳康多乐成犬迷你及小型犬牛肉鸡肉味 7.5kg,Dog Chow,4.8,4920,329.0,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
12,B0153V7ZTO,普瑞纳康多乐成犬中大型犬牛肉鸡肉味 7.5Kg,Dog Chow,4.8,4139,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
