排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec成犬小型犬粮，含Omega3和6，8公斤装,Nupec,4.8,15691,1192.0,8000,亚马逊官方(上月购买量),2015-09-01,130,1,La tienda de sugar,第三方(墨西哥),墨西哥,墨西哥/01789/墨西哥城/阿尔瓦罗·奥夫雷贡/罗慕洛·奥·法里尔 7号 小区 奥利瓦尔德洛斯帕德雷斯,FBA,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1652,660.08,5000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
3,B08JSG74RV,Ganador Premium Superfoods 20公斤中大型成年犬粮,Ganador,4.6,2876,975.96,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B0CYXKNB1Y,MESVIER 防爆冲狗胸背带（含1.5米牵引绳），可调节反光透气，适合中小大型犬，用于散步、旅行、训练。,MESVIER,4.7,9492,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
5,B01MQFPHMN,Ganador高级成犬粮20kg，小型犬种，黑色款。包装可能有所不同。,Ganador,4.7,2558,900.71,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
6,B0CXYTC8WM,Ganador干狗粮20kg,Ganador,4.7,1665,725.47,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
7,B09R93SSD5,普瑞纳宝能成年犬全犬种健康光彩三文鱼味10kg,Purina,4.8,4283,527.2,3000,亚马逊官方(上月购买量),2022-01-26,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
8,B0153V49XO,Nupec成犬小体型狗粮，含Omega 3和6，2公斤装,Nupec,4.8,8489,349.0,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Biencomelon,第三方(墨西哥),墨西哥,墨西哥/72130/普埃布拉/埃罗伊卡普埃布拉德萨拉戈萨/拉利伯塔德/10 波尼恩特 913B,FBA,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B0725HVCLS,Amazon Basics 狗屎袋，带分配器，绿色，540只（36卷），升级防漏，无香，含牵引绳夹扣,Amazon Basics,4.9,249429,280.44,1000,亚马逊官方(上月购买量),2017-12-07,103,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0725HVCLS,True
10,B01N30FXOM,普瑞纳冠能成年迷你小型犬粮牛肉鸡肉味7.5千克,Dog Chow,4.8,4882,349.0,2000,亚马逊官方(上月购买量),2017-01-24,113,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
11,B0153V41AU,Nupec 成年犬粮含Omega 3和6 - 1包 x 15千克,Nupec,4.8,7955,1735.04,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
12,B018M8AR90,Dry Pet 狗用训练垫30片,Dry Pet,4.6,3741,159.81,1000,亚马逊官方(上月购买量),2016-05-06,122,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
