排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,赢家优质干狗粮15kg,Ganador,4.8,1668,659.0,5000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B0153V4AOM,Nupec成年小型犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15708,1152.24,7000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B00NABTG60,Amazon Basics - 狗屎袋，带分配器，黑色，600个（40卷），升级防漏设计，无香型，含牵引绳夹,Amazon Basics,4.9,235087,262.87,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B08JSG74RV,Ganador Premium Superfoods 20kg 中大型成年犬粮,Ganador,4.6,2889,910.0,4000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
5,B01MQFPHMN,佳纳高级成犬粮20kg，小型犬，黑色。包装可能不同。,Ganador,4.7,2570,888.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
6,B0CYXKNB1Y,MESVIER 狗背带（中/大/小型通用），配1.5米牵引绳，可调节反光透气防爆冲，适合散步、旅行、训练。,MESVIER,4.7,9533,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
7,B01N0AG6OF,Ganador Premium幼犬粮20kg，中大型犬适用。包装可能有所不同。,Ganador,4.7,4778,868.0,2000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
8,B0153V49XO,Nupec 犬用成年小型犬粮，含Omega-3和Omega-6，2公斤装,Nupec,4.8,8505,355.18,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B09R93SSD5,Purina Beneful成年犬全犬种光彩健康三文鱼味10kg,Purina,4.8,4292,563.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B0CXYTC8WM,赢家狗干粮20公斤,Ganador,4.7,1680,705.0,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
11,B018M8AR90,Dry Pet狗用训练垫30片装,Dry Pet,4.6,3742,159.81,1000,亚马逊官方(上月购买量),2016-05-06,122,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
12,B01N30FXOM,冠能宝路小型迷你成年犬粮 牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4897,336.0,2000,亚马逊官方(上月购买量),2017-01-24,114,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
13,B0153V41AU,Nupec成年犬粮含Omega-3和Omega-6，1包x15公斤,Nupec,4.8,7958,1736.58,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
