排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15737,1192.0,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B0B1W1ZZGQ,Churu Inaba，猫咪奶油零食，4种金枪鱼口味混合，低卡路里，50管装14克,INABA,4.9,1662,577.15,4000,亚马逊官方(上月购买量),2023-10-29,35,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
3,B0CYXKNB1Y,MESVIER 狗狗胸背带牵引绳1.5米 大中小型犬适用 可调节反光透气 防爆冲遛狗旅行训练宠物用品,MESVIER,4.7,9783,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,51,MESVIER,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
4,B08JSG74RV,Ganador Premium超级食物20kg，中大型犬成犬粮。,Ganador,4.7,2893,989.0,3000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
5,B07DCJ8B3S,Ganador Premium狗粮 15kg,Ganador,4.8,1752,729.99,3000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
6,B0CXYTC8WM,Ganador狗干粮20kg,Ganador,4.7,1758,680.0,3000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
7,B00NABTGY2,Amazon Basics - 狗粪袋，带分配器，黑色，900只装（60卷），防漏升级，无香型，含牵引绳夹,Amazon Basics,4.9,236636,429.54,1000,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon Estados Unidos,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTGY2,True
8,B0153V49XO,Nupec 小型犬成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8541,349.0,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B09R93SSD5,普瑞纳Beneful成犬全犬型亮泽健康三文鱼味 10公斤,Purina,4.8,4259,527.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B0153V7ZTO,普瑞纳康多乐成犬中型和大型犬牛肉鸡肉味 7.5公斤,Dog Chow,4.8,4144,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
11,B07XZHXZW4,HI MULTI PRO 成犬优质狗粮 25kg 含益生菌及高生物价蛋白质,HI MULTI PRO,4.6,6560,1000.0,1000,亚马逊官方(上月购买量),2015-10-07,132,3,ALBAPESA,第三方,,,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
12,B01MQFPHMN,Ganador Premium 成犬 20 kg，小型犬，黑色。包装可能有所不同,Ganador,4.7,2600,980.0,3000,亚马逊官方(上月购买量),2016-11-08,119,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
13,B01N30FXOM,普瑞纳康多乐成犬迷你及小型犬牛肉鸡肉味7.5kg,Dog Chow,4.8,4926,329.0,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
14,B0153V41AU,Nupec 成犬狗粮含Omega 3和6 - 1包 x 15公斤,Nupec,4.8,7947,1729.0,2000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
15,B01N0AG6OF,Ganador Premium 幼犬粮 20 kg，适合中大型犬。包装可能有所不同,Ganador,4.7,4801,969.0,2000,亚马逊官方(上月购买量),2016-11-08,119,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
16,B0D43R8KKL,Fancy Pets MS 犬猫三文鱼油 250ml - 含DHA和EPA的Omega 3 - 健康皮肤、亮泽毛发、强健免疫系统,Medical Solutions,4.5,2137,170.0,1000,亚马逊官方(上月购买量),2024-05-13,28,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
17,B0CF4BLG83,Dogelthy犬用关节保健软骨素粉,Dogelthy,4.6,2111,1067.0,800,亚马逊官方(上月购买量),2023-08-09,38,4,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
18,B0CF63JSS9,Dogelthy纯三文鱼油 狗狗专用含Omega 3、6和9,Dogelthy,4.7,3078,579.0,1000,亚马逊官方(上月购买量),2023-08-09,38,3,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
19,B003CL6Q84,希尔思科学配方小型迷你成犬鸡肉味狗粮7kg,Hill's Science Diet,4.8,10774,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,159,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
20,B0153V43UI,Nupec 成犬狗粮，含 Omega 3 和 6，5公斤装,Nupec,4.8,4027,672.21,700,亚马逊官方(上月购买量),2015-09-01,133,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
21,B09R916GQ3,普瑞纳Beneful成犬原味牛肉味10Kg,WeTap,4.8,2647,527.0,2000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
22,B071HPBSHV,Amazon Basics - 公犬尿布，30片装，小号，超强吸水一次性包裹，安全贴合，防漏舒适,Amazon Basics,4.5,32164,364.9,700,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
23,B0185OQ6VO,宠物干爽训练垫 - 50片,Dry Pet,4.6,3746,298.0,900,亚马逊官方(上月购买量),2016-02-29,127,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
24,B0F96F3XWF,King Dog & Cat 宠物训练垫，清洁宠物，40片装，60 x 60厘米，6层最大吸水性和卫生，适用于狗狗,King Dog & Cat,4.8,13,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方,,,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
25,B0F494MVYC,Ganador 优质三文鱼成犬干粮 20kg,Ganador,4.8,226,989.0,500,亚马逊官方(上月购买量),2025-04-09,17,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0F494MVYC,True
26,B07TGKCWWP,Fancy Pets 宠物狗一次性纸尿裤 CH | 超强吸收 | 12片装 | 适用于失禁、训练和发情期 | 舒适可调节,Fancy Pets,4.5,1248,137.61,500,亚马逊官方(上月购买量),2019-06-25,87,10,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
27,B01FKNX3FU,Ganador 成犬 小型犬 20 kg 蓝色,Ganador,4.8,1545,819.0,900,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
28,B0088LIINY,Earth Rated - 狗狗拾便袋，8卷共120个，薰衣草香型,Earth Rated,4.9,200133,165.0,900,亚马逊官方(上月购买量),,,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0088LIINY,True
29,B0BBSG79MX,宝路高蛋白成犬粮，牛肉鸡肉味，24包，每包85克，含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,1195,228.0,1000,亚马逊官方(上月购买量),2022-08-24,49,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BBSG79MX,True
30,B08TH7LVQK,狗床，耐用，舒适，带柔软填充，尺寸和颜色可选（小号，黑色/灰色）,PETS APPAREL HILLS,4.6,10463,269.1,100,亚马逊官方(上月购买量),2021-01-20,68,50,I Jacket,第三方,,,FBA,https://www.amazon.com.mx/dp/B08TH7LVQK,True
31,B07PY5FGR1,Cloralex 宠物用，消除异味 3.75升,Cloralex,4.8,2517,89.0,1000,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PY5FGR1,True
32,B0CDYWTMRM,普瑞纳康乐多成犬全犬种牛肉鸡肉味18Kg,Dog Chow,4.7,577,723.0,1000,亚马逊官方(上月购买量),2023-08-07,38,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CDYWTMRM,True
33,B01FUDI7F6,Nupec 狗粮，老年犬，15公斤装。,Nupec,4.8,5207,2024.13,900,亚马逊官方(上月购买量),2016-05-18,124,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FUDI7F6,True
34,B008OV91VQ,希尔思科学配方狗零食鸡肉味200克,Hill's,4.7,2165,180.0,300,亚马逊官方(上月购买量),2014-09-12,145,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B008OV91VQ,True
35,B0CK32S653,Waggys三文鱼粒，天然无谷物狗狗零食，100粒,Waggys,4.6,689,160.0,,,2023-09-28,36,2,,,,,,https://www.amazon.com.mx/dp/B0CK32S653,True
36,B09Y1R1GWL,宝路 - 小型犬狗粮湿粮包，牛肉条味，含天然成分、蛋白质和纤维，24包，每包100g,Pedigree,4.8,934,228.0,1000,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1R1GWL,True
37,B0153V3ZEI,Nupec 狗粮幼犬粮，含维生素E和硒，5kg装。,Nupec,4.8,9522,723.0,200,亚马逊官方(上月购买量),2015-09-01,133,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V3ZEI,True
38,B016C6EOO8,Amazon Basics 狗狗和小狗吸水垫，5层防漏快干设计，用于训练，71 x 86 厘米（超大号），60片装，蓝色和白色,Amazon Basics,4.5,216185,648.95,300,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B016C6EOO8,True
39,B077PTWTJR,Fancy Pets医疗解决方案止痒舒缓喷雾 125毫升,Fancy Pets,4.5,1560,65.42,600,亚马逊官方(上月购买量),2017-11-23,106,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B077PTWTJR,True
40,B0D142MQ8T,Feandrea 狗床，矫形波浪形泡沫，91 x 68 x 16 厘米,FEANDREA,4.6,902,764.99,200,亚马逊官方(上月购买量),2024-04-08,30,7,COWIT MX,第三方,,,FBA,https://www.amazon.com.mx/dp/B0D142MQ8T,True
41,B0B31M9JGB,TAIMEI宠物粪便袋，25卷375只，便携一次性户外散步旅行车载清洁袋（黑色）,TAIMEI,3.6,1010,161.1,400,亚马逊官方(上月购买量),,,2,DANPIPI,第三方,,,FBA,https://www.amazon.com.mx/dp/B0B31M9JGB,True
42,B0GWHHR2P1,战术狗项圈，训练用，粉色，L码,DAQI,4.7,981,188.0,200,亚马逊官方(上月购买量),2022-04-03,54,14,CHIYING,第三方,,,FBA,https://www.amazon.com.mx/dp/B0GWHHR2P1,True
43,B07PSK15Y2,Nupec 小型犬老年犬干粮 - 1 x 8 kg,Nupec,4.8,4269,1513.78,1000,亚马逊官方(上月购买量),2019-03-18,90,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PSK15Y2,True
44,B01FUDI7OC,Nupec狗粮，体重控制，适用于超重或肥胖犬只的营养配方，15公斤装。,Nupec,4.8,3941,2299.0,700,亚马逊官方(上月购买量),2016-05-18,124,3,Selectashop,第三方,,,FBM,https://www.amazon.com.mx/dp/B01FUDI7OC,True
45,B08NWZD6MS,春日花开 - 宠物猫狗专业二合一清洁梳，轻松去毛结防打结，宠物美容安全刷（橙色）,Spring Blossoms,4.8,4393,217.99,400,亚马逊官方(上月购买量),2021-01-06,69,6,GoodHappens,第三方,,,FBA,https://www.amazon.com.mx/dp/B08NWZD6MS,True
46,B0CF64R8Y1,Dogelthy Gastro Aid 犬用益生元益生菌补充剂,Dogelthy,4.6,1192,729.0,200,亚马逊官方(上月购买量),2023-08-09,38,4,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF64R8Y1,True
47,B0DW5GCZPX,HI MULTI PRO 小型犬成犬优质粮,HI MULTI PRO,4.7,258,632.4,400,亚马逊官方(上月购买量),2025-02-05,20,1,ALBAPESA,第三方,,,FBA,https://www.amazon.com.mx/dp/B0DW5GCZPX,True
48,B0DQW1YXG5,Feandrea 中型犬床，76 x 51 x 18 厘米，高边设计,FEANDREA,4.5,557,509.99,200,亚马逊官方(上月购买量),2025-04-21,17,9,COWIT MX,第三方,,,FBA,https://www.amazon.com.mx/dp/B0DQW1YXG5,True
49,B0B84V22ZJ,RENDIN 255 可降解狗粪袋，防漏芳香狗粪袋，17卷 + 1个分配器 + 1个夹子,RENDIN,4.8,1783,175.12,500,亚马逊官方(上月购买量),,,3,L-JL,第三方,,,FBA,https://www.amazon.com.mx/dp/B0B84V22ZJ,True
50,B08B1XD455,Medical Solutions 猫狗可调节伊丽莎白圈 Fancy Pets – 术后防护，防止舔咬抓挠伤口 – 2号（25厘米）,Fancy Pets,4.4,3083,86.0,100,亚马逊官方(上月购买量),2020-06-11,75,11,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08B1XD455,True
51,B07NSD6XW3,Nupec 小型老年犬干粮，2公斤，1包,Nupec,4.9,2281,469.0,900,亚马逊官方(上月购买量),2019-03-18,90,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07NSD6XW3,True
52,B09Y1NFQ92,宝路 - 成年犬湿粮，鸡柳口味，24包装，含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,879,225.25,600,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1NFQ92,True
53,B01FVRF920,Barkys 80136100614 肉干棒 肉条 1公斤，1件，小号,BARKYS,4.8,1579,299.0,1000,亚马逊官方(上月购买量),2016-05-19,124,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FVRF920,True
54,B075NFDQR8,凯撒 - 成犬狗粮包，牛肉蔬菜味，每包75克，24包装,Cesar,4.7,280,249.89,300,亚马逊官方(上月购买量),2017-09-11,108,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075NFDQR8,True
55,B0F9XKDYRV,狗狗零食 Dog Chow Croc 100克 适合所有体型和年龄,Purina Dog Chow Snacks,4.5,34,13.5,100,亚马逊官方(上月购买量),2025-05-26,16,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0F9XKDYRV,True
56,B01A1DJ4GG,普瑞纳Beneful成犬迷你犬种肉味4公斤,Purina,4.8,1491,236.0,800,亚马逊官方(上月购买量),2015-12-31,129,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01A1DJ4GG,True
57,B003CLAJ1E,希尔思科学配方小型迷你老年犬鸡肉味狗粮 2公斤,Hill's Science Diet,4.8,3268,518.45,800,亚马逊官方(上月购买量),2017-12-05,106,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CLAJ1E,True
58,B075NBKBBR,Cesar - 成犬湿粮，牛肉汁味，24包，每包75克。,Cesar,4.7,818,249.89,300,亚马逊官方(上月购买量),2017-09-11,108,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075NBKBBR,True
59,B0BQTFBXHP,希尔思科学配方高龄犬鸡肉味小颗粒狗粮 6.8Kg,Hill's Science Diet,4.7,485,1344.0,800,亚马逊官方(上月购买量),2022-12-22,45,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BQTFBXHP,True
60,B0929DKD6Z,Beneful普瑞纳成犬热带活力牛肉火鸡味10Kg,Purina Beneful Sunrise,4.8,1529,527.0,600,亚马逊官方(上月购买量),2021-04-12,65,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0929DKD6Z,True
61,B09232RF2N,Perfect Sense 老年犬粮 3kg | 含氨基葡萄糖和软骨素的天然狗粮颗粒 | 适合老年犬 | 小型犬,Perfect Sense,4.7,718,434.61,300,亚马逊官方(上月购买量),2019-09-17,84,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09232RF2N,True
62,B018TYLZU2,Fancy Pets 狗狗训练垫 Doggie Grass GDE｜带托盘和格栅的仿真草坪｜除臭易清洁,Fancy Pets,4.4,10110,509.0,600,亚马逊官方(上月购买量),2015-12-02,130,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018TYLZU2,True
63,B00NLMJ6F4,Virbac Nutri-Plus 营养补充凝胶 120g 犬猫通用,Virbac,4.9,354,297.6,700,亚马逊官方(上月购买量),2015-09-08,133,1,ND Nova,第三方,,,FBA,https://www.amazon.com.mx/dp/B00NLMJ6F4,True
64,B07BCQNR3N,Kirkland Maspet 三文鱼宠物干粮 15.8kg,Kirkland,4.7,568,664.0,,,,,1,,,,,,https://www.amazon.com.mx/dp/B07BCQNR3N,True
65,B0GNTXHVX3,Virbac Movoflex 小型犬关节活动补充剂,Virbac,4.7,38,319.0,,,2026-02-17,7,3,,,,,,https://www.amazon.com.mx/dp/B0GNTXHVX3,True
66,B0153V47YU,Nupec 狗粮，小型犬幼犬，含维生素E和硒，2公斤装。,Nupec,4.8,3176,401.0,700,亚马逊官方(上月购买量),2015-10-06,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V47YU,True
67,B07L9JHXJR,Taste Of The Wild Pacific Stream 狗粮,Taste Of The Wild,4.6,6660,1648.0,1000,亚马逊官方(上月购买量),2019-01-30,92,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07L9JHXJR,True
68,B08QJNMHLZ,Arm & Hammer 全面护理犬用牙齿护理套装 | 2.5盎司鸡肉味含酶狗牙膏、牙刷和指套刷 | 小苏打强化配方，清新口气，控制牙垢,ARM & HAMMER,4.6,3410,122.92,800,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08QJNMHLZ,True
69,B09Z6QHGTG,猫狗LED灯指甲剪：照亮指甲或血线，修剪更安全。超锋利刀片适合厚指甲，快速感应防止过度修剪。猫狗适用。,Elvess,4.6,1723,172.17,900,亚马逊官方(上月购买量),2022-04-29,53,1,elvess,品牌方,,,FBA,https://www.amazon.com.mx/dp/B09Z6QHGTG,True
70,B0CW618SPM,安全门，婴儿门，76-125厘米，狗/宠物门，儿童安全门，免打孔，适用于楼梯,MOXIMX,4.6,269,1081.49,300,亚马逊官方(上月购买量),,,2,duanyuUS,第三方,,,FBA,https://www.amazon.com.mx/dp/B0CW618SPM,True
71,B07WZ2KN1V,Cloralex 宠物除臭剂 10升,Cloralex,4.8,957,216.0,600,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07WZ2KN1V,True
72,B0HGXN7CHL,Alvenzo 犬用 易于使用,Xanmus,4.3,,379.99,,,2023-08-10,37,1,wangqianyingdianzishangwu,第三方,,,,https://www.amazon.com.mx/dp/B0HGXN7CHL,True
73,B0723HRWJW,Nature's Miracle 宠物狗顽固污渍和异味高级去除剂 946ml,Nature's Miracle,4.4,23612,299.0,800,亚马逊官方(上月购买量),2017-06-29,111,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0723HRWJW,True
74,B0DF4TZZ82,Dogelthy 狗零食鸡爪脱水 100% 天然,Dogelthy,4.4,94,215.1,300,亚马逊官方(上月购买量),2024-08-23,25,6,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0DF4TZZ82,True
75,B074M2D1LJ,Perfect Sense 中大型成犬优质犬粮 MLB 15 kg - 100%天然，含Omega-3、益生元和抗氧化剂 - 高消化率,Perfect Sense,4.6,727,1599.0,400,亚马逊官方(上月购买量),2017-08-06,110,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B074M2D1LJ,True
76,B09KQVCC67,Nature's Miracle 狗狗尿液和污渍酶清洁剂 946毫升,Nature's Miracle,4.4,4711,315.0,700,亚马逊官方(上月购买量),2021-11-01,59,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09KQVCC67,True
77,B0BKK4GQTM,Raganet宠物运输包，适用于猫狗，便携包最大承重10公斤，尺寸：长42厘米 x 宽20厘米 x 高25厘米，旅行和车载背包，黑色,Raganet,4.6,1314,189.0,400,亚马逊官方(上月购买量),2022-10-25,47,3,Raga Basics,第三方,,,FBA,https://www.amazon.com.mx/dp/B0BKK4GQTM,True
