排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,Ganador Premium成犬干粮15kg,Ganador,4.8,1654,660.08,5000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B0153V4AOM,Nupec 成年小型犬狗粮，含Omega3和6，8千克装,Nupec,4.8,15693,1188.0,8000,亚马逊官方(上月购买量),2015-09-01,130,1,AniMALL,第三方(墨西哥),墨西哥,墨西哥/03500/贝尼托·华雷斯/墨西哥城/纳蒂维塔斯/路易莎 136,FBA,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B08JSG74RV,Ganador Premium Superfoods 20kg 中大型成年犬粮,Ganador,4.6,2879,975.96,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B01MQFPHMN,Ganador 高级成犬粮 20kg，小型犬种，黑色。包装可能有所不同。,Ganador,4.7,2559,1085.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
5,B09R93SSD5,普瑞纳宝路成年犬全犬种健康光彩鲑鱼味10kg,Purina,4.8,4284,527.2,3000,亚马逊官方(上月购买量),2022-01-26,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
6,B0CYXKNB1Y,MESVIER 防拉扯狗胸背带（中/大/小型犬适用）含1.5米牵引绳，可调节反光透气，适合散步、旅行、训练,MESVIER,4.7,9494,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
7,B00NABTG60,Amazon Basics - 狗狗粪便袋，带分配器，黑色，600个（40卷），升级防漏，无香，含牵引夹,Amazon Basics,4.9,249462,262.87,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
8,B0CXYTC8WM,Ganador 犬用干粮 20kg,Ganador,4.7,1665,725.76,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
9,B0153V49XO,Nupec小型犬成年狗粮，含Omega 3和6，2公斤装,Nupec,4.8,8492,362.98,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B01N30FXOM,Purina成年犬迷你小型犬粮牛肉鸡肉味7.5公斤,Dog Chow,4.8,4887,349.0,2000,亚马逊官方(上月购买量),2017-01-24,114,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
