排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 小型成犬狗粮，含Omega 3和6，8公斤装。,Nupec,4.8,15702,1226.84,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B0153V7ZTO,Purina Dog Chow 成犬粮 中大型犬 牛肉鸡肉味 7.5Kg,Dog Chow,4.8,4121,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
3,B00NABTG60,Amazon Basics - 狗粪袋，带分配器，黑色，600只（40卷），升级防漏设计，无香型，附牵引绳夹,Amazon Basics,4.9,236189,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B01N30FXOM,Dog Chow Purina Adulto Raza Mini y Pequeña Sabor Carne y Pollo 7.5Kg,Dog Chow,4.8,4905,329.0,4000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
5,B0CYXKNB1Y,MESVIER 狗狗胸背带加1.5米牵引绳，大中小犬通用，可调节反光透气，防爆冲，适合散步、旅行、训练。,MESVIER,4.7,9728,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,48,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B07DCJ8B3S,成犬优质干粮 赢家Premium 15kg,Ganador,4.8,1734,499.33,,,2024-05-09,28,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
7,B0B1W1ZZGQ,Churu Inaba 猫咪奶油零食 金枪鱼4口味混合 低热量 50支×14g,INABA,4.9,1614,615.45,2000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
8,B09R93SSD5,Purina Beneful Adulto Todos los tamaños Salud Radiante Sabor Salmón 10Kg,Purina,4.8,4245,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B0153V49XO,Nupec成年小型犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8518,386.79,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B0153V41AU,Nupec 成犬粮含Omega-3和Omega-6 - 1包x15公斤,Nupec,4.8,7937,1833.18,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Ros Pet-Shop,第三方(墨西哥),墨西哥,MX/72220/PUEBLA/HEROICA PUEBLA DE ZARAGOZA/MARAVILLAS/calle c num 24 PARQUE INDUSTRIAL PUEBLA 2000,FBA,https://www.amazon.com.mx/dp/B0153V41AU,True
11,B08JSG74RV,佳乐尔Premium Superfoods 20kg，中型及大型犬成年犬粮。,Ganador,4.6,2873,699.0,,,2020-09-22,72,1,,,,,,https://www.amazon.com.mx/dp/B08JSG74RV,True
12,B0DM9Q93RR,"Fancy Pets Aceite de Salmon para Perros y Gatos Medical Solutions con 490ml | Omega 3 con DHA y EPA | Suplemento para Piel Sana, Pelaje Brillante y Sistema Inmune Fuerte",Medical Solutions,4.5,2092,259.0,1000,亚马逊官方(上月购买量),2024-11-07,22,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM9Q93RR,True
13,B01MQFPHMN,Ganador 优质小型成犬粮 20kg，黑色款，包装可能不同。,Ganador,4.8,2579,264.0,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,True
14,B07XZHXZW4,HI MULTI PRO 优质成犬狗粮 25kg，含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6534,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/GUANAJUATO/PENJAMO/KM 63 CARRETERA IRAPUATO - LA PIEDAD,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
15,B01N0AG6OF,Ganador Premium 中大型犬幼犬粮 20kg，包装可能有所不同。,Ganador,4.7,4788,1049.0,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01N0AG6OF,True
16,B09R916GQ3,Purina Beneful Adulto Original Sabor Carne 10Kg,WeTap,4.8,2634,527.0,2000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
17,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉,Dogelthy,4.6,2093,1067.0,900,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安·德奥科坦/五月五日 #15 内部6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
18,B0CK32S653,Waggys 三文鱼零食，天然无谷犬用零食，100粒,Waggys,4.6,677,135.5,1000,亚马逊官方(上月购买量),2023-09-28,35,2,Waggy´s!,品牌方(墨西哥),墨西哥,墨西哥/44520/哈利斯科/瓜达拉哈拉/拉萨罗·卡德纳斯 3454,FBA,https://www.amazon.com.mx/dp/B0CK32S653,True
19,B0CF63JSS9,"Dogelthy 纯三文鱼油 犬用 Omega 3,6和9",Dogelthy,4.7,3050,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科州/萨波潘/圣胡安德奥科坦/5月5日15号内6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
20,B0153V43UI,Nupec成犬狗粮，含Omega 3和6，5kg装。,Nupec,4.8,4014,668.74,700,亚马逊官方(上月购买量),2015-09-01,132,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
21,B071HPBSHV,Amazon Basics 公狗一次性纸尿裤，30片装，小号，超强吸收，安全贴合，防漏舒适,Amazon Basics,4.5,32168,364.9,600,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
22,B0185OQ6VO,DRY PET 宠物训导垫 50片,Dry Pet,4.6,3743,298.0,1000,亚马逊官方(上月购买量),2016-02-29,126,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
23,B0CXYTC8WM,Alimento seco para Perro Ganador 20kg,Ganador,4.7,1735,929.0,,,2024-03-13,30,1,,,,,,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
24,B0BBSG79MX,宝路高蛋白成犬粮，牛肉鸡肉味，24袋，85g/袋，含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,1180,228.0,1000,亚马逊官方(上月购买量),2022-08-24,48,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BBSG79MX,True
25,B0F96F3XWF,"King Dog & Cat Tapetes Entrenadores para Perros Clean Pet, 40 Piezas, 60 x 60 cm, 6 Capas Máxima Absorción e Higiene para Perros",King Dog & Cat,4.8,12,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方(墨西哥),墨西哥,MX/52764/MEXICO/HUIXQUILUCAN DE DEGOLLADO/AVENIDA JESUS DEL MONTE 39 PISO 2B JESUS DEL MONTE,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
