排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 小型犬成年犬粮，含Omega 3和6，8公斤装。,Nupec,4.8,15689,1139.0,8000,亚马逊官方(上月购买量),2015-09-01,130,1,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B07DCJ8B3S,赢家Premium干狗粮15kg,Ganador,4.8,1646,660.08,5000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
3,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬粮,Ganador,4.6,2871,975.96,5000,亚马逊官方(上月购买量),2020-09-22,69,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B01MQFPHMN,Ganador Premium成犬粮20kg，小型犬种，黑色。包装可能不同。,Ganador,4.7,2558,900.71,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
5,B0CXYTC8WM,Ganador 干狗粮20kg,Ganador,4.7,1661,725.47,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
6,B0CYXKNB1Y,MESVIER 狗胸背带 中小大型通用 带1.5米牵引绳 可调节反光透气 防爆冲 散步旅行训练配件,MESVIER,4.7,9489,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
7,B0153V49XO,Nupec小型犬成犬狗粮，含Omega 3和6，2kg装,Nupec,4.8,8487,358.16,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B09R93SSD5,普瑞纳 Beneful 成犬全犬种亮丽健康三文鱼味 10kg,Purina,4.8,4281,527.2,3000,亚马逊官方(上月购买量),2022-01-26,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B0725HVCLS,Amazon Basics 无香防漏狗粪袋，带分配器，绿色，540个（36卷），含牵引绳夹,Amazon Basics,4.9,249400,282.25,1000,亚马逊官方(上月购买量),2017-12-07,103,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0725HVCLS,True
10,B0153V41AU,Nupec 成犬粮含Omega3和6，15kg装,Nupec,4.8,7953,1699.0,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V41AU,True
