排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0CXYTC8WM,Ganador狗干粮20kg,Ganador,4.7,1729,567.0,,,2024-03-13,30,1,,,,,,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
2,B07DCJ8B3S,Ganador Premium全犬种成犬粮15kg,Ganador,4.8,1733,1154.0,,,2024-05-09,28,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
3,B0153V4AOM,Nupec 小型犬成犬粮，含Omega 3和6，8kg装。,Nupec,4.8,15712,1148.52,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics - 狗便袋，带分配器，黑色，600只（40卷），升级无泄漏，无香型，含牵引绳夹,Amazon Basics,4.9,236010,238.18,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B01MQFPHMN,Ganador 优质成犬粮 20kg，小型犬，黑色。包装可能有所不同。,Ganador,4.7,2582,264.0,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,True
6,B0CYXKNB1Y,MESVIER 宠物狗胸背带 中小大型犬通用 配1.5米牵引绳 可调节反光透气 防爆冲 散步旅行训练狗狗用品,MESVIER,4.7,9708,249.0,400,亚马逊官方(上月购买量),2024-04-13,28,48,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
7,B01N30FXOM,Purina Dog Chow 成犬迷你小型犬粮 牛肉鸡肉味 7.5Kg,Dog Chow,4.8,4909,258.0,3000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
8,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中型和大型犬。包装可能有所不同。,Ganador,4.7,4786,1017.53,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01N0AG6OF,True
9,B08JSG74RV,Ganador Premium Superfoods 20kg 中型及大型成年犬粮,Ganador,4.7,2888,235.0,,,2020-09-22,71,1,,,,,,https://www.amazon.com.mx/dp/B08JSG74RV,True
10,B0153V41AU,Nupec 成犬狗粮 含Omega 3和6 1包x15kg,Nupec,4.8,7939,1751.42,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
