排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0CYXKNB1Y,MESVIER 狗狗胸背带 中大型小型犬通用 带1.5米牵引绳，可调节反光透气胸背，防爆冲，适合散步、旅行、训练，宠物配件,MESVIER,4.7,9649,219.12,300,亚马逊官方(上月购买量),2024-04-13,28,52,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
2,B00NABTG60,Amazon Basics 狗便袋 带分配器 黑色 600只（40卷） 升级防漏 无香 含牵引绳夹,Amazon Basics,4.9,235679,283.88,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
3,B0153V4AOM,Nupec 小型犬成年犬粮，含Omega 3和6，8kg装。,Nupec,4.8,15715,1187.17,4000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B07DCJ8B3S,Ganador Premium 犬用干粮 15kg,Ganador,4.8,1714,763.5,5000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
5,B01MQFPHMN,Ganador 优质成犬粮 20kg 小型犬 黑色，包装可能有所不同。,Ganador,4.7,2578,956.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
6,B0153V49XO,Nupec 成犬小型犬粮，含Omega 3和6，2公斤装,Nupec,4.8,8511,404.39,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
7,B0CXYTC8WM,Ganador 犬用干粮 20公斤,Ganador,4.7,1722,910.13,3000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
8,B0D43R8KKL,Fancy Pets MS 三文鱼油 犬猫用 250ml Omega-3 DHA和EPA 健康皮肤 亮丽毛发 强健免疫系统,Medical Solutions,4.5,2060,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
9,B0153V7ZTO,Purina Dog Chow成犬粮 中大型犬 牛肉鸡肉味 7.5千克,Dog Chow,4.8,4121,336.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
10,B0153V41AU,Nupec 成年犬狗粮 含Omega-3和6 15kg/包,Nupec,4.8,7943,1732.07,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
11,B09R93SSD5,Purina Beneful Adulto Todos los tamaños Salud Radiante Sabor Salmón 10Kg,Purina,4.8,4255,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
12,B01N30FXOM,Purina Dog Chow 成犬小型迷你犬粮 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4919,336.0,2000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
