排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B00NABTG60,Amazon Basics - 狗狗拾便袋，带分配器，黑色，600只（40卷），升级防漏，无香型，含牵引绳夹,Amazon Basics,4.9,235598,285.86,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
2,B01MQFPHMN,Ganador Premium 成犬粮 20kg 小型犬 黑色，包装可能不同。,Ganador,4.7,2580,1119.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
3,B0CYXKNB1Y,MESVIER 狗胸背带 大中小型犬通用 带1.5米牵引绳 可调节 反光透气 防爆冲 散步旅行训练配件,MESVIER,4.7,9626,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
4,B0153V7ZTO,普瑞纳中大型犬成犬粮牛肉鸡肉味7.5kg,Dog Chow,4.8,4109,336.0,2000,亚马逊官方(上月购买量),2016-11-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
5,B0153V4AOM,Nupec狗粮，小型成犬，含Omega 3和6，8公斤装。,Nupec,4.8,15734,1188.0,4000,亚马逊官方(上月购买量),2015-09-01,131,1,AniMALL,第三方(墨西哥),墨西哥,墨西哥/03500/贝尼托·华雷斯/墨西哥城/纳蒂维塔斯/路易莎 136,FBA,https://www.amazon.com.mx/dp/B0153V4AOM,True
6,B0DM9Q93RR,Fancy Pets Medical Solutions 犬猫用三文鱼油 490ml | Omega-3 含DHA和EPA | 健康皮肤、亮泽毛发、强健免疫系统的补充剂,Medical Solutions,4.5,2054,259.0,1000,亚马逊官方(上月购买量),2024-11-07,21,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM9Q93RR,True
7,B0153V49XO,Nupec 小型成犬粮，含Omega 3和6，2kg装。,Nupec,4.8,8510,349.0,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V49XO,True
8,B07XZHXZW4,HI MULTI PRO 成年犬优质粮 25kg，含益生菌和高生物价蛋白质,HI MULTI PRO,4.6,6536,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/瓜纳华托/彭哈莫/KM 63 伊拉普阿托-拉彼达公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
9,B018M8AR90,Dry Pet 狗狗训练垫 30片,Dry Pet,4.6,3745,239.0,2000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
10,B09R93SSD5,Purina Beneful 成犬全犬种 三文鱼口味 亮丽健康 10Kg,Purina,4.8,4264,527.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
