排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B00NABTG60,Amazon Basics - 狗狗拾便袋，带分配器，黑色，600只（40卷），升级防漏，无香料，含牵引绳夹,Amazon Basics,4.9,236299,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
2,B0153V4AOM,Nupec 小型成犬狗粮，含Omega-3和Omega-6，8kg装。,Nupec,4.8,15711,1165.86,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
3,B0B1W1ZZGQ,Churu Inaba 猫用奶油零食，混合4种金枪鱼口味，低卡路里，50支（14g/支）,INABA,4.9,1620,577.15,2000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
4,B0CYXKNB1Y,MESVIER 狗胸背带 中小大型犬 带1.5米牵引绳 可调节反光透气 防爆冲 遛狗旅行训练宠物配件,MESVIER,4.7,9755,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,47,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
5,B01N30FXOM,宝路成人小型犬粮 鸡肉味 7.5kg,Dog Chow,4.8,4909,268.05,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
6,B0153V7ZTO,Purina Dog Chow 成犬粮 中大型犬 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4124,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
7,B07DCJ8B3S,加纳多高级成犬干粮15kg,Ganador,4.8,1737,499.33,,,2024-05-09,28,1,,,,,,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
8,B09R93SSD5,Purina Beneful Adulto Todos los tamaños Salud Radiante Sabor Salmón 10Kg,Purina,4.8,4250,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B0153V49XO,Nupec小型犬成犬粮，含Omega 3和6，2kg装。,Nupec,4.8,8525,386.71,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B0153V41AU,Nupec 成犬粮 含Omega-3和Omega-6 1袋15kg,Nupec,4.8,7939,1757.86,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
11,B0DM9Q93RR,Fancy Pets Medical Solutions 犬猫用三文鱼油 490ml | Omega-3含DHA和EPA | 健康皮肤、亮泽毛发、强健免疫系统补充剂,Medical Solutions,4.5,2105,259.0,1000,亚马逊官方(上月购买量),2024-11-07,22,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM9Q93RR,True
12,B07XZHXZW4,HI MULTI PRO 优质成犬粮25kg，含益生菌和高生物价值蛋白质。,HI MULTI PRO,4.6,6542,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/GUANAJUATO/PENJAMO/KM 63 CARRETERA IRAPUATO - LA PIEDAD,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
13,B08JSG74RV,Ganador Premium 超级食品 20kg，中大型成年犬狗粮。,Ganador,4.6,2881,499.33,,,2020-09-22,72,1,,,,,,https://www.amazon.com.mx/dp/B08JSG74RV,True
14,B01MQFPHMN,"Ganador Premium Adulto 20 kg, Razas Pequeñas, Negro. El empaque puede variar",Ganador,4.8,2587,264.0,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,True
15,B0CF63JSS9,"Dogelthy 纯三文鱼油 犬用含Omega 3,6,9",Dogelthy,4.7,3059,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
16,B0CK32S653,Waggys三文鱼粒，天然无谷狗零食，100粒,Waggys,4.6,679,135.5,1000,亚马逊官方(上月购买量),2023-09-28,35,2,Waggy´s!,品牌方(墨西哥),墨西哥,墨西哥/44520/哈利斯科州/瓜达拉哈拉/拉萨罗·卡德纳斯 3454,FBA,https://www.amazon.com.mx/dp/B0CK32S653,True
17,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉状补充剂,Dogelthy,4.6,2097,1067.0,800,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科州/萨波潘/圣胡安德奥科坦/5月5日街15号内部6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
18,B09R916GQ3,普瑞纳宝瑞成犬粮牛肉味10kg,WeTap,4.8,2636,527.0,2000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
19,B0153V43UI,Nupec 成犬狗粮，含Omega-3和Omega-6，5kg装。,Nupec,4.8,4018,668.74,700,亚马逊官方(上月购买量),2015-09-01,132,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
20,B071HPBSHV,Amazon Basics 公狗一次性尿布，小号30片装，超吸水防漏，安全贴合舒适。,Amazon Basics,4.5,32172,364.9,600,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
21,B0185OQ6VO,DRY PET 宠物训练垫 50片,Dry Pet,4.6,3744,298.0,1000,亚马逊官方(上月购买量),2016-02-29,126,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
22,B09Y1R1GWL,宝路 小型犬湿粮包 牛柳味 天然成分 蛋白质与纤维 24袋装（100g/袋）,Pedigree,4.8,922,200.16,1000,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1R1GWL,True
23,B003CL6Q84,希尔思科学膳食小型成犬鸡肉味犬粮7Kg,Hill's Science Diet,4.8,10755,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,158,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
24,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中大型犬。包装可能有所不同。,Ganador,4.7,4794,1049.0,,,2016-11-08,118,1,,,,,,https://www.amazon.com.mx/dp/B01N0AG6OF,True
25,B0F96F3XWF,King Dog & Cat Clean Pet 狗用训练尿垫 40片装 60x60cm 6层超强吸收 卫生洁净,King Dog & Cat,4.8,13,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方(墨西哥),墨西哥,MX/52764/MEXICO/HUIXQUILUCAN DE DEGOLLADO/AVENIDA JESUS DEL MONTE 39 PISO 2B JESUS DEL MONTE,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
26,B0CXYTC8WM,胜者成犬干粮20kg,Ganador,4.7,1745,848.91,,,2024-03-13,30,1,,,,,,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
27,B08TH7LVQK,结实舒适的狗床，柔软填充，尺寸和颜色可选（小号，黑色/灰色）,PETS APPAREL HILLS,4.6,10444,269.1,100,亚马逊官方(上月购买量),2021-01-20,68,50,I Jacket,第三方(墨西哥),墨西哥,墨西哥/06090/墨西哥城/夸乌特莫克/内萨瓦尔科约特尔/158 公寓202,FBA,https://www.amazon.com.mx/dp/B08TH7LVQK,True
