排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B01N30FXOM,普瑞纳康多乐成犬小型犬迷你犬牛肉鸡肉味7.5Kg,Dog Chow,4.8,4912,268.05,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
2,B0B1W1ZZGQ,Churu Inaba，猫咪奶油零食，4种金枪鱼口味混合，低卡路里，50支装每支14克,INABA,4.9,1624,577.15,3000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
3,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15712,1191.98,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics - 狗用拾便袋，带分配器，黑色，600个装（40卷），升级防漏，无香型，含牵引绳夹,Amazon Basics,4.9,236338,262.87,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXKNB1Y,MESVIER 大中小型犬胸背带 带1.5米牵引绳 可调节反光透气 防爆冲狗狗胸背带 遛狗旅行训练宠物配件,MESVIER,4.7,9770,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,48,MESVIER,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B07DCJ8B3S,Ganador优质干狗粮15kg,Ganador,4.8,1739,726.0,4000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
7,B08JSG74RV,Ganador Premium Superfoods 20kg，中型和大型犬成犬粮。,Ganador,4.7,2883,999.0,2000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
8,B0153V49XO,Nupec小型犬成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8526,349.0,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B0153V41AU,Nupec 成犬狗粮 含Omega 3和6 - 1包 x 15千克,Nupec,4.8,7939,1739.0,2000,亚马逊官方(上月购买量),2015-09-01,132,1,AniMALL,第三方,,,FBA,https://www.amazon.com.mx/dp/B0153V41AU,True
10,B09R93SSD5,普瑞纳Beneful成犬全犬种亮丽健康三文鱼味10公斤,Purina,4.8,4251,527.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
11,B07XZHXZW4,HI MULTI PRO 成犬优质犬粮 25kg，含益生菌和高生物价蛋白质,HI MULTI PRO,4.6,6542,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方,,,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
12,B0153V7ZTO,普瑞纳康多乐成犬中型大型犬肉和鸡肉味 7.5公斤,Dog Chow,4.8,4128,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
13,B01MQFPHMN,Ganador Premium 成犬 20 kg，小型犬，黑色。包装可能有所不同,Ganador,4.7,2588,999.0,3000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
14,B0DM9Q93RR,Fancy Pets 犬猫用三文鱼油 Medical Solutions 490ml | 含DHA和EPA的Omega-3 | 健康皮肤、亮泽毛发、强健免疫补充剂,Medical Solutions,4.5,2110,259.0,1000,亚马逊官方(上月购买量),2024-11-07,22,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0DM9Q93RR,True
15,B0CF63JSS9,Dogelthy纯三文鱼油 狗用欧米伽3、6、9三文鱼油,Dogelthy,4.7,3065,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
16,B0CF4BLG83,Dogelthy犬用关节保健软骨素粉,Dogelthy,4.6,2101,1067.0,800,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
17,B0CXYTC8WM,Ganador 狗干粮 20kg,Ganador,4.7,1746,755.0,2000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
18,B0CK32S653,Waggys 三文鱼零食，天然无谷物狗狗奖励零食，100粒,Waggys,4.6,681,135.5,1000,亚马逊官方(上月购买量),2023-09-28,35,2,Waggy´s!,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CK32S653,True
19,B071HPBSHV,Amazon Basics - 公狗尿布，30片装，小号，超强吸水一次性包裹，安全贴合，防漏舒适,Amazon Basics,4.5,32176,364.9,600,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
20,B09R916GQ3,Purina Beneful 成犬原味牛肉味 10Kg,WeTap,4.8,2636,527.0,2000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
21,B09Y1R1GWL,宝路 小型犬牛肉菲力味狗粮湿粮包 天然食材 含蛋白质和纤维 24包 每包100g,Pedigree,4.8,923,200.16,1000,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1R1GWL,True
22,B0153V43UI,Nupec 成犬狗粮，含Omega 3和6，5公斤装,Nupec,4.8,4019,678.0,700,亚马逊官方(上月购买量),2015-09-01,132,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
23,B01N0AG6OF,Ganador Premium 幼犬粮 20 kg，中型和大型犬。包装可能有所不同,Ganador,4.7,4796,979.0,2000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
24,B0185OQ6VO,宠物干爽训练尿垫 - 50片,Dry Pet,4.6,3744,298.0,1000,亚马逊官方(上月购买量),2016-02-29,127,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
25,B0F96F3XWF,King Dog & Cat 宠物狗训练垫，40片装，60 x 60厘米，6层超强吸水卫生宠物尿垫,King Dog & Cat,4.8,13,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方,,,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
26,B003CL6Q84,希尔思科学配方小型迷你成犬鸡肉味狗粮 7kg,Hill's Science Diet,4.8,10758,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,158,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
27,B0GWHHR2P1,战术狗狗训练项圈，粉色，L,DAQI,4.7,970,169.2,100,亚马逊官方(上月购买量),2022-04-03,53,15,CHIYING,第三方,,,FBA,https://www.amazon.com.mx/dp/B0GWHHR2P1,True
28,B075NBKBBR,凯撒 - 成年犬湿粮，牛肉汁口味，24包，每包75克。,Cesar,4.7,813,249.89,300,亚马逊官方(上月购买量),2017-09-11,108,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075NBKBBR,True
29,B0FSYB5W45,2只装狗狗可调节耳罩，黑色，护耳头套，静音安抚设计，洗澡美容用,OSALOLO,4.1,35,249.0,200,亚马逊官方(上月购买量),2025-09-27,11,3,Bestway-to-go,第三方,,,FBA,https://www.amazon.com.mx/dp/B0FSYB5W45,True
30,B07TGKCWWP,Fancy Pets 狗狗一次性纸尿裤 CH | 超强吸收 | 12片 | 适用于失禁、训练和发情期 | 舒适可调节,Fancy Pets,4.5,1257,131.53,500,亚马逊官方(上月购买量),2019-06-25,87,10,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
31,B08TH7LVQK,狗床，耐用，舒适，柔软填充，尺寸和颜色可选（小号，黑色/灰色）,PETS APPAREL HILLS,4.6,10450,269.1,100,亚马逊官方(上月购买量),2021-01-20,68,50,I Jacket,第三方,,,FBA,https://www.amazon.com.mx/dp/B08TH7LVQK,True
32,B01FUDI7OC,Nupec狗粮，体重控制，适用于超重或肥胖犬的营养配方，15公斤装。,Nupec,4.8,3935,2409.83,700,亚马逊官方(上月购买量),2016-05-18,124,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FUDI7OC,True
33,B07PSK15Y2,Nupec 小型老年犬干粮 - 1 x 8 公斤,Nupec,4.8,4263,1509.85,1000,亚马逊官方(上月购买量),2019-03-18,90,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PSK15Y2,True
34,B09WP12B7N,宝路犬用羊肉味肉丝湿粮包，天然食材，含蛋白质和纤维，24包，每包100克,Pedigree,4.8,803,200.15,700,亚马逊官方(上月购买量),2022-03-28,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09WP12B7N,True
35,B07L9JHXJR,荒野盛宴太平洋鲑鱼狗粮,Taste Of The Wild,4.6,6652,1562.0,1000,亚马逊官方(上月购买量),2019-01-30,91,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07L9JHXJR,True
