排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,Ganador Premium 成犬干粮 15kg,Ganador,4.8,1687,659.0,6000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B08JSG74RV,Ganador Premium Superfoods 20kg，中型和大型犬成年犬粮,Ganador,4.6,2899,899.0,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B0CYXKNB1Y,MESVIER 狗胸背带 中大型小型通用 带1.5米牵引绳 可调节反光透气 防拉扯 散步旅行训练 狗狗配件,MESVIER,4.7,9578,249.0,400,亚马逊官方(上月购买量),2024-04-13,27,43,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
4,B0153V4AOM,Nupec 小型犬成年犬粮，含 Omega-3 和 Omega-6，8公斤装,Nupec,4.8,15726,1150.97,8000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
5,B00NABTG60,亚马逊倍思 - 狗屎袋，带分配器，黑色，600个（40卷），升级防漏，无香，包括牵引绳夹,,4.9,235361,262.87,,,,,,,,,,,https://www.amazon.com.mx/dp/B00NABTG60,False
6,B01MQFPHMN,胜者Premium成犬粮20公斤，小体型犬，黑色，包装可能不同,,4.7,2584,888.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,False
7,B01N0AG6OF,Ganador Premium幼犬粮20kg，中大型犬种，包装可能有所不同,,4.7,4792,868.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B01N0AG6OF,False
8,B0CXYTC8WM,胜利者干狗粮20kg,,4.7,1699,705.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B0CXYTC8WM,False
9,B0153V49XO,Nupec成年小型犬狗粮，含Omega 3和6，2公斤装,,4.8,8513,362.96,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V49XO,False
10,B01N30FXOM,普瑞纳冠能小型犬成犬粮牛肉鸡肉味7.5kg,,4.8,4915,336.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B01N30FXOM,False
11,B09R93SSD5,Purina Beneful Adulto Todos los tamaños Salud Radiante Sabor Salmón 10Kg,,4.8,4300,553.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B09R93SSD5,False
12,B018M8AR90,Dry Pet Tapete Entrenador para Perro de 30 Piezas,Dry Pet,4.6,3744,159.81,2000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
13,B0D43R8KKL,"Fancy Pets MS Aceite de Salmon para Perros y Gatos 250ml - Omega 3 con DHA y EPA - Piel Sana, Pelaje Brillante y Sistema Inmune Fuerte",Medical Solutions,4.5,2034,149.0,1000,亚马逊官方(上月购买量),2024-05-13,26,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
14,B0153V41AU,Nupec Croquetas para Perro Adulto con Omega 3 y 6 - 1 pack x 15 kg,Nupec,4.8,7967,1727.52,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
15,B0153V7ZTO,Purina Dog Chow Adulto Raza Medina y Grande Sabor Carne y Pollo 7.5Kg,Dog Chow,4.8,4115,336.0,2000,亚马逊官方(上月购买量),2016-11-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
16,B0CF63JSS9,Dogelthy Pure Salmon Oil 450 ml. Aceite de Salmon Omega 3 para Perro con 300 MG de EPA + DHA por Dosis. Suplemento de Aceite de Pescado para Perro. para Croquetas o Dieta Barf.,Dogelthy,4.7,3030,509.0,1000,亚马逊官方(上月购买量),2023-08-09,35,3,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
17,B07XZHXZW4,HI MULTI PRO Alimento Premium para Perro Adulto 25kg. con probióticos y Proteínas de Alto Valor biológico,HI MULTI PRO,4.6,6546,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/GUANAJUATO/PENJAMO/KM 63 CARRETERA IRAPUATO - LA PIEDAD,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
18,B003CL6Q84,"Hill's Science Diet Adult Small & Mini, Croquetas para Perro Adulto de Razas Pequeñas Sabor Pollo 7kg, Alimento para Perro, Ayuda a Construir Las Bases para la Salud a Largo Plazo, Piel y Pelaje",Hill's Science Diet,4.8,25355,960.0,1000,亚马逊官方(上月购买量),2013-07-08,157,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
19,B01FKNX3FU,"Ganador Adulto, Razas Pequeñas, 20 kg, Azul",Ganador,4.8,1529,678.0,2000,亚马逊官方(上月购买量),2016-11-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
20,B0B1W1ZZGQ,"Churu Inaba, Premios Cremosos para Gato, Mix 4 Sabores de Atún, Bajos en Calorías, 50 Tubos de 14g",INABA,4.9,1527,675.0,2000,亚马逊官方(上月购买量),2023-10-29,33,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
21,B0CF4BLG83,"Dogelthy Mobility. Suplemento Condroprotector para Perros con Glucosamina, Condroitina y Colageno Tipo 2 UCII en Polvo. Complemento para Croquetas o Dieta Barf 270g. (Pescado)",Dogelthy,4.6,2094,824.25,1000,亚马逊官方(上月购买量),2023-08-09,35,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
22,B09R916GQ3,Purina Beneful Adulto Original Sabor Carne 10Kg,WeTap,4.8,2649,553.0,2000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
23,B0BBSG79MX,"Pedigree - High Protein Alimento para Perro Adulto, Sabor Res y Pollo, 24 Sobres, 85g c/u, con Proteína, Antioxidantes y Vitamina E",Pedigree,4.8,1149,223.6,2000,亚马逊官方(上月购买量),2022-08-24,47,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BBSG79MX,True
24,B07TGKCWWP,Dry Pet PAÑALES CH P/PERRO - 12 PZ,Fancy Pets,4.5,1451,131.53,600,亚马逊官方(上月购买量),2019-06-25,85,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
25,B008OV91VQ,"Hill's Natural Jerky Mini Strips, Premios para Perro con Pollo Sin Conservadores 200G",Hill's,4.7,2153,135.0,400,亚马逊官方(上月购买量),2014-09-12,142,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B008OV91VQ,True
26,B071HPBSHV,"Amazon Basics - Pañales para perro macho, paquete de 30, tamaño pequeño, envoltura desechable ultraabsorbente con ajuste seguro, a prueba de fugas y cómodo",Amazon Basics,4.5,32205,471.08,600,亚马逊官方(上月购买量),2017-10-23,105,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
27,B01FVRF920,"Barkys 80136100614 Jerky Sticks Palitos de Carne 1 kg, 1 Pieza, Small",BARKYS,4.8,1562,199.0,2000,亚马逊官方(上月购买量),2016-05-19,122,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FVRF920,True
28,B0GWHHR2P1,"Collar de Perro Táctico, Collar para Perro de Nailon Militar Grueso con Asa, Collares de Perro Hebilla de Metal Resistente Ajustable para Entrenamiento de Perros, Cómodo (Rosa, L)",DAQI,4.7,933,188.0,200,亚马逊官方(上月购买量),2022-04-03,52,15,CHIYING,第三方(中国),中国,CN/06000/广东省/龙岗区/深圳市/坂田街道万科城社区新天下百瑞达大厦四层401室,FBA,https://www.amazon.com.mx/dp/B0GWHHR2P1,True
29,B0153V44K2,"Nupec - Croquetas para Perros, Adulto, Sabor a Carne, 8 kg (Empaque puede variar)",Nupec,4.8,4015,1040.0,700,亚马逊官方(上月购买量),2015-09-01,131,3,Amikoo Peek,第三方(墨西哥),墨西哥,"MX/52927/Estado de Mexico/Atizapan de Zaragoza/Malinche 50, Col San Miguel Xochimanga",FBA,https://www.amazon.com.mx/dp/B0153V44K2,True
30,B0971C67PW,Purina Fancy Feast Petit Fillet Adulto Todos los Tamaños Sabor Carne 12pack de 85g,WeTap,4.7,415,198.0,1000,亚马逊官方(上月购买量),2021-06-10,61,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0971C67PW,True
31,B01FUDI7F6,"Nupec croquetas para Perros, Senior, presentación de 15 kg.",Nupec,4.8,5198,2032.49,1000,亚马逊官方(上月购买量),2016-05-18,122,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FUDI7F6,True
32,B07PY5FGR1,"Cloralex Mascotas, Elimina Malos Olores 3.75 L",Cloralex,4.8,2477,85.0,1000,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PY5FGR1,True
33,B0DF4TZZ82,"Dogelthy Patas de Pollo Deshidratadas 100% Naturales. Premio para Perros sin Conservadores ni Saborizantes Artificiales. Snacks para Perro. Treats para Cachorros, Adultos y Senior Bolsa con 10 Piezas.",Dogelthy,4.4,75,210.0,400,亚马逊官方(上月购买量),2024-08-23,23,5,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0DF4TZZ82,True
34,B016C6EJ4S,"Amazon Basics Paños absorbentes para perros y cachorros, diseño de 5 capas sin filtraciones, secado rápido, para entrenamiento, 71 x 86 cm (extra grande), paquete de 40, azul y blanco",Amazon Basics,4.5,216935,492.92,400,亚马逊官方(上月购买量),2025-01-11,18,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B016C6EJ4S,True
35,B0153V3ZEI,"Nupec croquetas para Perros, Cachorros, con Vitamina E y Selenio, presentación de 5 kg.",Nupec,4.8,9504,723.0,400,亚马逊官方(上月购买量),2015-09-01,131,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V3ZEI,True
36,B09Y1R1GWL,"Pedigree - Sobres para Perro, Raza Pequeña, Sabor Res en Filetes, con Ingredientes Naturales, Proteínas y Fibra, 24 Sobres, 100g c/u",Pedigree,4.8,901,225.25,600,亚马逊官方(上月购买量),2022-04-15,51,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1R1GWL,True
37,B0B43X13C2,"Cama para Perro, Resistente, Confortable, con Relleno Suave, Medidas y Color a Elegir (Medium, Negra/Gris)",PETS APPAREL HILLS,4.6,10390,399.2,100,亚马逊官方(上月购买量),2022-06-14,49,50,I Jacket,第三方(墨西哥),墨西哥,MX/06090/Ciudad de Mexico/Cuauhtemoc/Nezahualcoyotl/158 Depto 202,FBA,https://www.amazon.com.mx/dp/B0B43X13C2,True
38,B09Z6QHGTG,"Cortauñas para perros y gatos con luz LED:ilumina uñas o línea de sangre para un corte seguro. Hojas extra afiladas para uñas gruesas, sensor rápido evita cortes excesivos. Ideal para perros y gatos.",Elvess,4.7,1695,195.65,1000,亚马逊官方(上月购买量),2022-04-29,51,1,elvess,品牌方(墨西哥),墨西哥,MX/518000/GUANGDONG/shenzhen/longgangqulongchengjiedaoailianshequjinhuajie73hao301,FBA,https://www.amazon.com.mx/dp/B09Z6QHGTG,True
39,B0BQTFBXHP,"Hill's Science Diet Small Bites, Croquetas para Perro Senior 7+ Bocados Pequeños Sabor Pollo Y Arroz Integral 6.8Kg",Hill's Science Diet,4.7,478,1152.0,1000,亚马逊官方(上月购买量),2022-12-22,43,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BQTFBXHP,True
40,B08NWZD6MS,"Spring Blossoms - Rastrillo de aseo profesional 2 en 1 para gatos y perros, peine para quitar fácilmente las alfombrillas y los enredos, seguro para cepillo para mascotas (Naranja)",Spring Blossoms,4.7,4260,297.99,800,亚马逊官方(上月购买量),2021-01-06,67,4,GoodHappens,第三方(中国),中国,CN/361000/福建/厦门市/205-11室之三/火炬高新区软件园二期观日路8号,FBA,https://www.amazon.com.mx/dp/B08NWZD6MS,True
