排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B01N30FXOM,Purina Dog Chow成犬粮 小型犬专用 牛肉鸡肉味 7.5Kg,Dog Chow,4.8,4909,258.97,4000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
2,B00NABTG60,Amazon Basics 狗便袋，带分配器，黑色，600只（40卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,236108,238.18,2000,亚马逊官方(上月购买量),2017-09-11,108,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
3,B0153V7ZTO,普瑞纳狗粮成犬中大型犬牛肉鸡肉味7.5kg,Dog Chow,4.8,4123,268.05,3000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
4,B0153V4AOM,Nupec 狗粮，小型成年犬专用，含Omega 3和6，8公斤装。,Nupec,4.8,15703,1157.96,5000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
5,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1733,726.0,4000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
6,B0CYXKNB1Y,MESVIER 狗狗胸背带 大中小型犬通用 带1.5米牵引绳 可调节 反光透气 防爆冲 散步旅行训练配件,MESVIER,4.7,9715,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,48,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
7,B01MQFPHMN,Ganador 优质成年犬粮 20kg，小型犬，黑色。包装可能有所不同。,Ganador,4.8,2583,919.0,3000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B09R93SSD5,Purina Beneful 成犬全犬种 三文鱼味 亮毛健康配方 10kg,Purina,4.8,4249,527.0,3000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
9,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成犬粮。,Ganador,4.7,2883,1074.0,2000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
10,B0153V41AU,Nupec成犬狗粮含Omega3和6 1包x15kg,Nupec,4.8,7939,1758.02,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
11,B0D43R8KKL,Fancy Pets MS 犬猫用三文鱼油 250ml - Omega-3含DHA和EPA - 健康肌肤，亮丽毛发，强健免疫力,Medical Solutions,4.5,2087,149.0,1000,亚马逊官方(上月购买量),2024-05-13,28,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
12,B01N0AG6OF,Ganador Premium 中大型犬幼犬粮 20kg，包装可能不同。,Ganador,4.7,4789,909.0,2000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
13,B0B1W1ZZGQ,Churu Inaba 猫条，混合4种金枪鱼口味，低卡，50支（14克/支）,INABA,4.9,1606,645.04,2000,亚马逊官方(上月购买量),2023-10-29,34,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
14,B0153V49XO,Nupec 小型犬成犬狗粮，含Omega 3和6，2kg装。,Nupec,4.8,8518,400.96,3000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
15,B07XZHXZW4,HI MULTI PRO 优质成犬粮 25kg 含益生菌和高生物价蛋白质,HI MULTI PRO,4.6,6534,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/KM 63 伊拉普阿托-拉彼达公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
16,B0BBSG79MX,Pedigree 高蛋白成犬粮 牛肉鸡肉味 24袋 85g/袋 含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,1177,182.4,1000,亚马逊官方(上月购买量),2022-08-24,48,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BBSG79MX,True
17,B0CF63JSS9,"Dogelthy 纯三文鱼油 Omega 3,6,9 犬用",Dogelthy,4.7,3046,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安德奥科坦/5月5日 #15 内部6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
18,B09R916GQ3,普瑞纳 Beneful 成犬原味牛肉味 10公斤,WeTap,4.8,2635,527.0,1000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
19,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉,Dogelthy,4.6,2093,1067.0,900,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
20,B0185OQ6VO,干爽宠物训练垫 50片,Dry Pet,4.6,3743,298.0,900,亚马逊官方(上月购买量),2016-02-29,126,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
21,B0CXYTC8WM,Ganador 干狗粮 20kg,Ganador,4.7,1730,899.09,2000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
