排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B00NABTG60,亚马逊倍思 - 狗粪袋，带分配器，黑色，600只（40卷），升级防漏设计，无香型，含牵引绳挂扣,Amazon Basics,4.9,235602,285.86,2000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
2,B0CYXKNB1Y,MESVIER 狗狗胸背带 大中小型犬通用 带1.5米牵引绳 可调节反光透气 防爆冲 遛狗旅行训练宠物配件,MESVIER,4.7,9624,249.0,300,亚马逊官方(上月购买量),2024-04-13,28,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
3,B01MQFPHMN,Ganador Premium成犬粮，20kg，小型犬，黑色。包装可能有所不同。,Ganador,4.7,2579,264.0,,,2016-11-08,117,1,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,True
4,B0153V7ZTO,Purina Dog Chow成犬中大型犬粮牛肉鸡肉味7.5kg,Dog Chow,4.8,4108,336.0,2000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
5,B0153V4AOM,Nupec小型成犬狗粮，含Omega-3和Omega-6，8公斤装。,Nupec,4.8,15733,1191.94,4000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
6,B0153V49XO,Nupec 成年小型犬狗粮，含Omega 3和6，2kg装,Nupec,4.8,8509,349.0,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V49XO,True
7,B0D43R8KKL,Fancy Pets MS 犬猫用三文鱼油 250ml，Omega-3 DHA EPA，健康皮肤、亮泽毛发、强健免疫系统,Medical Solutions,4.5,2053,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
8,B07XZHXZW4,HI MULTI PRO 成年犬优质狗粮 25kg 含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6529,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方,,,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
9,B09R93SSD5,Purina Beneful 成犬全犬种亮毛健康三文鱼味 10Kg,Purina,4.8,4238,527.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
10,B01N30FXOM,普瑞纳康多乐成年小型犬粮 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4915,336.0,2000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
