排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型犬成年犬粮。,Ganador,4.6,2909,899.0,5000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
2,B07DCJ8B3S,胜者高级狗干粮15公斤,Ganador,4.8,1694,659.0,6000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
3,B0153V4AOM,Nupec成年小型犬狗粮含Omega-3和Omega-6 8kg装,Nupec,4.8,15733,1154.7,6000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,亚马逊倍思宠物粪便袋带分配器黑色600只（40卷）升级防漏无香含牵引绳夹扣,Amazon Basics,4.9,235493,289.3,1000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0CYXHFXNW,MESVIER 中小大型犬胸背带配1.5米牵引绳，可调节反光透气防爆冲胸背带，适合步行、旅行、训练，狗狗配件,MESVIER,4.7,9596,249.0,200,亚马逊官方(上月购买量),2024-04-13,27,43,MESVIER,品牌方(中国),中国,CN/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXHFXNW,True
6,B01MQFPHMN,胜者Premium成年犬粮20公斤，小型犬，黑色。包装可能变化。,Ganador,4.7,2590,996.0,4000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B0CXYTC8WM,胜犬干粮20kg,Ganador,4.7,1707,718.67,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
8,B0153V49XO,Nupec狗粮，小型犬成犬，含Omega 3和6，2公斤装,Nupec,4.8,8520,349.0,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Biencomelon,第三方(墨西哥),墨西哥,墨西哥/72130/普埃布拉/英雄普埃布拉德萨拉戈萨/拉利伯塔德/10 Poniente 913B,FBA,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B09R916GQ3,Purina Beneful成犬原味牛肉狗粮10kg,WeTap,4.8,2658,474.0,2000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
10,B0D43R8KKL,Fancy Pets MS 三文鱼油 250ml 犬猫用 - 含DHA和EPA的Omega-3 - 健康皮肤、亮泽毛发、增强免疫系统,Medical Solutions,4.5,2040,149.0,1000,亚马逊官方(上月购买量),2024-05-13,26,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
11,B01N0AG6OF,Ganador Premium 幼犬粮 20千克，中大型犬种。包装可能不同。,Ganador,4.7,4797,906.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
12,B0153V41AU,Nupec 成犬狗粮含Omega 3和6 - 1包x15公斤,Nupec,4.8,7970,1728.48,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
13,B01N30FXOM,Purina Dog Chow 成年犬迷你小型犬粮 牛肉鸡肉味 7.5kg,Dog Chow,4.8,4923,336.0,3000,亚马逊官方(上月购买量),2017-01-24,114,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
14,B0CF4BLG83,Dogelthy Mobility 狗狗关节保护粉剂 | 含葡萄糖胺、软骨素和II型胶原蛋白UCII，鱼味，270克,Dogelthy,4.6,2099,824.25,1000,亚马逊官方(上月购买量),2023-08-09,36,4,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安德奥科坦/五月五日 #15 内6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
15,B018M8AR90,Dry Pet狗用训练垫30片装,Dry Pet,4.6,3744,159.81,2000,亚马逊官方(上月购买量),2016-05-06,123,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018M8AR90,True
16,B09R93SSD5,普瑞纳宝能成犬全犬种璀璨健康三文鱼味10公斤,Purina,4.8,4306,550.0,3000,亚马逊官方(上月购买量),2022-01-26,54,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
17,B0153V7ZTO,Purina Dog Chow 成年中大型犬 鸡肉牛肉味 7.5kg,Dog Chow,4.8,4117,336.0,2000,亚马逊官方(上月购买量),2016-11-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
18,B0CF63JSS9,"Dogelthy纯三文鱼油，犬用Omega-3,6,9，每份含300毫克EPA和DHA鱼油补充剂",Dogelthy,4.7,3039,509.0,1000,亚马逊官方(上月购买量),2023-08-09,36,3,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安德奥科坦/五月五日 15号内6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
19,B07XZHXZW4,HI MULTI PRO优质成年犬粮25kg，含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6548,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,130,3,ALBAPESA,第三方(墨西哥),墨西哥,墨西哥/36900/瓜纳华托/彭哈莫/KM 63 伊拉普阿托-拉彼达公路,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
