排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec狗粮 成年小型犬 含Omega-3和Omega-6 8公斤装,Nupec,4.8,15686,1101.85,8000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬粮,Ganador,4.6,2868,819.0,5000,亚马逊官方(上月购买量),2020-09-22,69,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B0CXYTC8WM,获胜者狗干粮20kg,Ganador,4.7,1654,725.47,4000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
4,B07DCJ8B3S,Ganador Premium 干狗粮 15kg,Ganador,4.8,1643,627.0,4000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
5,B0CYXKNB1Y,MESVIER 狗狗胸背带 中大型小型通用 带1.5米牵引绳 可调节反光透气 防暴冲 散步旅行训练配件,MESVIER,4.7,9477,249.0,500,亚马逊官方(上月购买量),2024-04-13,27,44,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
6,B01MQFPHMN,Ganador Premium 成年犬粮 20kg，小型犬种，黑色。包装可能有所不同。,Ganador,4.7,2556,819.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B0153V41AU,Nupec 成年犬粮，含 Omega 3 和 6，15 公斤装,Nupec,4.8,7948,1699.0,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V41AU,True
8,B01N0AG6OF,Ganador Premium幼犬粮20kg，中大型犬种。包装可能有所不同。,Ganador,4.7,4752,879.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
9,B00NABTG60,Amazon Basics 狗屎袋，带分配器，黑色，600个（40卷），升级防漏，无香味，含牵引绳夹,Amazon Basics,4.9,249267,318.99,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon Estados Unidos,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
10,B0153V49XO,Nupec狗粮，小型犬成年犬，含Omega 3和6，2公斤装,Nupec,4.8,8483,358.22,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
