排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B07DCJ8B3S,Ganador Premium犬用干粮15kg,Ganador,4.8,1693,655.45,5000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
2,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬粮,Ganador,4.6,2903,899.0,4000,亚马逊官方(上月购买量),2020-09-22,70,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B0153V4AOM,Nupec 小型犬成犬粮，含Omega 3和6，8公斤装,Nupec,4.8,15730,1150.08,5000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
4,B00NABTG60,Amazon Basics 狗便袋，带分配器，黑色，600个（40卷），升级版防漏，无香，含牵引绳夹,Amazon Basics,4.9,235490,287.47,1000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
5,B0B45W18MJ,MESVIER 中小大型犬胸背带含1.5米牵引绳，可调节反光透气防爆冲，适合散步、旅行、训练,MESVIER,4.7,9601,249.0,200,亚马逊官方(上月购买量),2022-07-21,48,43,MESVIER,品牌方(中国),中国,CN/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0B45W18MJ,True
6,B0CXYTC8WM,赢家干狗粮20kg,Ganador,4.7,1702,718.67,4000,亚马逊官方(上月购买量),2024-03-13,29,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
7,B01N0AG6OF,赢家Premium幼犬粮20kg，中大型犬适用，包装可能不同。,Ganador,4.7,4785,906.0,3000,亚马逊官方(上月购买量),2016-11-08,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
8,B0153V49XO,Nupec 成年小型犬粮，含Omega-3和Omega-6，2kg装。,Nupec,4.8,8517,349.0,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B0153V41AU,Nupec 成年犬粮含Omega-3和Omega-6 15kg/包,Nupec,4.8,7955,1728.96,3000,亚马逊官方(上月购买量),2015-09-01,131,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
10,B0D43R8KKL,Fancy Pets MS 三文鱼油 犬猫通用 250ml - Omega 3 含DHA和EPA - 健康皮肤，亮泽毛发，增强免疫力,Medical Solutions,4.5,2039,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
