排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装。,Nupec,4.8,15733,1192.0,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B0B1W1ZZGQ,伊纳宝Churu猫用奶油零食，金枪鱼4种口味混合，低热量，50支×14g,INABA,4.9,1659,577.15,4000,亚马逊官方(上月购买量),2023-10-29,35,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
3,B08JSG74RV,Ganador Premium Superfoods 20kg，中大型成年犬粮。,Ganador,4.7,2891,989.0,3000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
4,B0CYXKNB1Y,MESVIER 小中大型犬胸背带含1.5米牵引绳，可调节反光透气宠物胸背，防爆冲狗狗胸背带，适用于散步旅行训练犬用配件,MESVIER,4.7,9780,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,51,MESVIER,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
5,B0CXYTC8WM,Ganador 狗粮 20kg,Ganador,4.7,1757,722.45,3000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
6,B0153V49XO,Nupec 小型犬成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8537,348.98,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
7,B09R93SSD5,Purina Beneful 成犬全尺寸 健康亮泽 三文鱼味 10公斤,Purina,4.8,4259,527.0,3000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R93SSD5,True
8,B0153V7ZTO,普瑞纳成犬中大型犬牛肉鸡肉味狗粮7.5Kg,Dog Chow,4.8,4143,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
9,B00NABTGY2,Amazon Basics - 狗粪袋，带分配器，黑色，900个（60卷），升级防漏，无香型，含牵引绳夹,Amazon Basics,4.9,236600,442.62,1000,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTGY2,True
10,B01MQFPHMN,Ganador Premium 成犬 20 kg，小型犬，黑色。包装可能有所不同,Ganador,4.7,2600,980.0,3000,亚马逊官方(上月购买量),2016-11-08,119,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
11,B01N30FXOM,普瑞纳康多乐成犬小型犬迷你犬牛肉鸡肉味7.5Kg,Dog Chow,4.8,4923,329.0,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
12,B07DCJ8B3S,Ganador Premium 成犬干粮 15kg,Ganador,4.8,1751,729.99,3000,亚马逊官方(上月购买量),2024-05-09,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
13,B0153V41AU,Nupec 成犬狗粮含Omega 3和6 - 1袋15公斤,Nupec,4.8,7947,1694.98,2000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
14,B07XZHXZW4,HI MULTI PRO 成犬优质粮 25kg 含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6560,1000.0,1000,亚马逊官方(上月购买量),2015-10-07,132,3,ALBAPESA,第三方,,,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
15,B01N0AG6OF,Ganador Premium 幼犬粮 20公斤，中型和大型犬种。包装可能有所不同。,Ganador,4.7,4800,969.0,2000,亚马逊官方(上月购买量),2016-11-08,119,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
16,B0D43R8KKL,Fancy Pets MS 鲑鱼油 犬猫通用 250ml - 含Omega 3、DHA和EPA - 皮肤健康，毛发光泽，免疫系统强健,Medical Solutions,4.5,2135,170.0,1000,亚马逊官方(上月购买量),2024-05-13,28,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
17,B0CF63JSS9,"Dogelthy纯三文鱼油 犬用Omega 3,6,9鲑鱼油",Dogelthy,4.7,3078,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
18,B0CF4BLG83,Dogelthy Mobility 犬用软骨保护粉补充剂,Dogelthy,4.6,2109,1067.0,800,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
19,B09R916GQ3,普瑞纳Beneful成犬原味牛肉味10Kg,WeTap,4.8,2645,527.0,2000,亚马逊官方(上月购买量),2022-01-26,56,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
20,B071HPBSHV,Amazon Basics - 公犬纸尿裤，30片装，小号，超强吸收一次性包裹式，贴合稳固、防漏舒适,Amazon Basics,4.5,32165,364.9,700,亚马逊官方(上月购买量),2017-10-23,107,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
21,B003CL6Q84,希尔思科学配方小型迷你成犬鸡肉味狗粮 7kg,Hill's Science Diet,4.8,10771,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,159,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
22,B0153V43UI,Nupec 狗粮，成犬，含Omega 3和6，5公斤装。,Nupec,4.8,4026,672.21,700,亚马逊官方(上月购买量),2015-09-01,133,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
23,B0185OQ6VO,DRY PET 宠物训练垫 - 50片,Dry Pet,4.6,3745,298.0,900,亚马逊官方(上月购买量),2016-02-29,127,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
24,B07TGKCWWP,Fancy Pets 狗狗一次性尿裤 CH | 超强吸收 | 12片装 | 适用于失禁、训练和发情期 | 舒适可调节,Fancy Pets,4.5,1248,137.61,500,亚马逊官方(上月购买量),2019-06-25,87,10,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
25,B0F96F3XWF,King Dog & Cat 宠物狗狗训练垫 Clean Pet，40片装，60 x 60厘米，6层超强吸水卫生宠物尿垫,King Dog & Cat,4.8,13,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方,,,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
