排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec 小型犬成犬狗粮，含Omega 3和6，8公斤装,Nupec,4.8,15744,1192.0,5000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B0CXYTC8WM,Ganador 狗干粮 20kg,Ganador,4.7,1763,713.0,3000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
3,B0CYXKNB1Y,MESVIER 中小型大型犬胸背带配1.5米牵引绳，可调节反光透气宠物胸背，防爆冲狗狗胸背带，适合散步旅行训练宠物配件,MESVIER,4.7,9794,249.0,300,亚马逊官方(上月购买量),2024-04-13,29,51,MESVIER,品牌方(中国),中国,中国/518104/广东/宝安区/深圳/民主社区蚝三民主丰泽园5、6、7、8、9栋7栋1402/沙井街道,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
4,B08JSG74RV,Ganador Premium Superfoods 20kg 中大型犬成犬粮,Ganador,4.6,2900,989.0,3000,亚马逊官方(上月购买量),2020-09-22,72,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
5,B0B1W1ZZGQ,伊纳宝 Churu 猫条 金枪鱼4种口味混合 低卡路里 14g×50支,INABA,4.9,1672,577.15,4000,亚马逊官方(上月购买量),2023-10-29,35,18,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
6,B07284NRTH,Amazon Basics 狗狗拾便袋，带分配器，绿色，810只（54卷），升级防漏，无香，含牵引绳夹,Amazon Basics,4.9,8119,335.57,500,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07284NRTH,True
7,B01MQFPHMN,Ganador Premium 成犬 20 kg，小型犬，黑色。包装可能有所不同,Ganador,4.7,2603,887.0,3000,亚马逊官方(上月购买量),2016-11-08,119,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
8,B01N30FXOM,普瑞纳康多乐成犬迷你及小型犬牛肉鸡肉味 7.5kg,Dog Chow,4.8,4929,329.0,5000,亚马逊官方(上月购买量),2017-01-24,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
9,B0153V49XO,Nupec 小型犬成犬狗粮，含Omega 3和6，2公斤装。,Nupec,4.8,8543,348.98,3000,亚马逊官方(上月购买量),2015-09-01,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
10,B0153V7ZTO,普瑞纳冠能成犬中型和大型犬牛肉鸡肉味7.5公斤,Dog Chow,4.8,4148,329.0,4000,亚马逊官方(上月购买量),2016-11-24,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V7ZTO,True
11,B0153V41AU,Nupec 成犬狗粮含Omega-3和6 - 1包 x 15公斤 | 15公斤，1包装,,4.8,7948,1729.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V41AU,False
