排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0CYXKNB1Y,MESVIER 狗胸背带 中小大型犬通用 带1.5m牵引绳 可调节反光透气 防爆冲 遛狗旅行训练配件,,4.7,9678,219.12,,,,,,,,,,,https://www.amazon.com.mx/dp/B0CYXKNB1Y,False
2,B0153V4AOM,Nupec 小型犬成犬粮，含Omega 3和6，8kg装。,,4.8,15722,1109.71,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V4AOM,False
3,B00NABTG60,Amazon Basics 狗拾便袋带分配器，黑色，600只（40卷），升级防漏，无香，附牵引绳夹,Amazon Basics,4.9,235886,281.94,1000,亚马逊官方(上月购买量),2017-09-11,107,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
4,B07DCJ8B3S,成犬胜者优选干粮15kg,Ganador,4.8,1723,726.0,3000,亚马逊官方(上月购买量),2024-05-09,27,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
5,B09R93SSD5,Purina Beneful 成犬全犬种 亮丽健康 三文鱼味 10kg,,4.8,4266,527.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B09R93SSD5,False
6,B0D43R8KKL,Fancy Pets MS 犬猫用三文鱼油 250ml - 含 DHA 和 EPA 的 Omega 3 - 健康皮肤，亮泽毛发，强健免疫系统,Medical Solutions,4.5,2072,149.0,1000,亚马逊官方(上月购买量),2024-05-13,27,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0D43R8KKL,True
7,B01N30FXOM,Dog Chow Purina Adulto Raza Mini y Pequeña Sabor Carne y Pollo 7.5Kg,Dog Chow,4.8,4918,336.0,2000,亚马逊官方(上月购买量),2017-01-24,115,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N30FXOM,True
8,B08JSG74RV,Ganador 优质超级食品 20kg 中大型成犬粮,Ganador,4.7,2907,1135.0,3000,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
9,B01MQFPHMN,Ganador 优质成犬粮 20kg 小型犬，黑色，包装可能不同,,4.7,2585,956.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B01MQFPHMN,False
10,B07XZHXZW4,HI MULTI PRO 优质成犬粮 25kg 含益生菌和高生物价蛋白质,,4.6,6537,980.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B07XZHXZW4,False
11,B0153V41AU,Nupec 成年犬粮含Omega-3和Omega-6 - 1包x15kg,,4.8,7944,1728.88,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V41AU,False
12,B0153V49XO,Nupec狗粮，成犬小型犬专用，含Omega 3和6，2公斤装。,Nupec,4.8,8518,404.84,2000,亚马逊官方(上月购买量),2015-09-01,132,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
13,B0153V7ZTO,Purina Dog Chow成犬粮 中大型犬用 牛肉鸡肉味 7.5Kg,,4.8,4123,336.0,,,,,,,,,,,https://www.amazon.com.mx/dp/B0153V7ZTO,False
14,B0B1W1ZZGQ,伊纳宝Churu 猫条 混合4种金枪鱼口味 低卡路里 50支×14g,INABA,4.9,1586,667.0,1000,亚马逊官方(上月购买量),2023-10-29,34,18,Variedad Express Online,第三方,,,FBA,https://www.amazon.com.mx/dp/B0B1W1ZZGQ,True
15,B003CL6Q84,希尔思科学膳食小型成犬粮 鸡肉味 7kg | 真鸡肉，小型犬专用，健康消化，增强免疫力,Hill's Science Diet,4.8,10751,1056.0,1000,亚马逊官方(上月购买量),2013-07-08,158,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
16,B09R916GQ3,Purina Beneful 成犬原味牛肉味狗粮 10Kg,WeTap,4.8,2644,527.0,1000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
17,B0CF63JSS9,"Dogelthy 纯三文鱼油 犬用 Omega 3,6,9 | 每剂含300毫克 EPA 和 DHA 鱼油补充剂",Dogelthy,4.7,3038,579.0,1000,亚马逊官方(上月购买量),2023-08-09,36,3,Dogelthy,品牌方(墨西哥),墨西哥,墨西哥/45019/哈利斯科/萨波潘/圣胡安德奥科坦/5月5日 #15 内部6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
