排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
1,B0153V4AOM,Nupec成年小型犬粮，含Omega-3和6，8kg装,Nupec,4.8,15673,874.0,7000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V4AOM,True
2,B08JSG74RV,Ganador Premium超级食品20kg，中大型成年犬粮,Ganador,4.7,2867,778.0,5000,亚马逊官方(上月购买量),2020-09-22,69,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JSG74RV,True
3,B0153V41AU,Nupec成年犬粮含Omega3和6 - 1包x15公斤,Nupec,4.8,7941,1268.25,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V41AU,True
4,B0CXYTC8WM,Ganador 狗干粮 20kg,Ganador,4.7,1646,605.0,3000,亚马逊官方(上月购买量),2024-03-13,28,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
5,B07DCJ8B3S,赢家高级狗干粮15kg,Ganador,4.8,1633,627.0,4000,亚马逊官方(上月购买量),2024-05-09,26,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07DCJ8B3S,True
6,B01MQFPHMN,Ganador Premium成犬粮20kg，小型犬配方，黑色。包装可能不同。,Ganador,4.7,2550,819.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01MQFPHMN,True
7,B0CYXKNB1Y,MESVIER 中型大型小型犬背带 附1.5米牵引绳 可调节反光透气胸背带 防爆冲 散步旅行训练配件,MESVIER,4.7,9455,206.67,400,亚马逊官方(上月购买量),2024-04-13,26,41,MESVIER,品牌方,,,FBA,https://www.amazon.com.mx/dp/B0CYXKNB1Y,True
8,B0153V49XO,Nupec狗粮，成年小型犬专用，含Omega 3和6，2kg装。,Nupec,4.8,8479,272.0,4000,亚马逊官方(上月购买量),2015-09-01,130,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V49XO,True
9,B00NABTG60,Amazon Basics 狗狗粪便袋 带分配器 黑色 600只（40卷）升级防漏 无香 含挂扣,Amazon Basics,4.9,249194,258.9,1000,亚马逊官方(上月购买量),2017-09-11,106,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00NABTG60,True
10,B0F494MVYC,干狗粮 胜者优选 三文鱼 20公斤,Ganador,4.8,176,834.0,800,亚马逊官方(上月购买量),2025-04-09,15,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0F494MVYC,True
11,B01N0AG6OF,Ganador Premium幼犬粮20千克，中大型犬用。包装可能不同。,Ganador,4.7,4744,750.0,3000,亚马逊官方(上月购买量),2016-11-08,116,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
